customer_id,contact_type,contact_value,contact_name,contact_relation,is_current,created_at,is_test_data
C00000027,MOBILE,13831771931,\N,\N,1,2025-02-14 20:02:35,1
C00000027,EMER,13881046803,陈欢,父亲,1,2025-02-14 20:02:35,1
C00000028,MOBILE,13801593475,\N,\N,1,2025-05-03 13:06:22,1
C00000029,MOBILE,13801703068,\N,\N,1,2025-02-08 13:59:18,1
C00000029,EMAIL,jtang@example.com,\N,\N,1,2025-02-08 13:59:18,1
C00000030,MOBILE,13814839005,\N,\N,1,2025-01-03 13:40:30,1
C00000030,EMER,13851118734,李淑珍,父亲,1,2025-01-03 13:40:30,1
C00000031,MOBILE,13822012411,\N,\N,1,2025-01-16 19:01:22,1
C00000031,EMER,13850082080,方鑫,朋友,1,2025-01-16 19:01:22,1
C00000032,MOBILE,13806554450,\N,\N,1,2025-01-07 21:57:19,1
C00000032,EMER,13854535853,童文,兄弟姐妹,1,2025-01-07 21:57:19,1
C00000033,MOBILE,13811848920,\N,\N,1,2025-01-24 13:16:58,1
C00000034,MOBILE,13819755354,\N,\N,1,2025-06-02 10:03:47,1
C00000034,EMER,13860650508,顾磊,父亲,1,2025-06-02 10:03:47,1
C00000035,MOBILE,13864664875,\N,\N,1,2025-02-15 20:09:52,1
C00000036,MOBILE,13871027971,\N,\N,1,2025-01-28 00:49:21,1
C00000036,EMER,13811740382,姚娟,兄弟姐妹,1,2025-01-28 00:49:21,1
C00000037,MOBILE,13867103804,\N,\N,1,2025-04-29 09:29:54,1
C00000037,EMER,13868191295,刘梅,朋友,1,2025-04-29 09:29:54,1
C00000038,MOBILE,13817093710,\N,\N,1,2025-01-20 20:33:40,1
C00000038,EMER,13896945322,高杰,兄弟姐妹,1,2025-01-20 20:33:40,1
C00000039,MOBILE,13868513192,\N,\N,1,2025-01-23 12:08:12,1
C00000039,EMER,13890241895,杨玲,母亲,1,2025-01-23 12:08:12,1
C00000040,MOBILE,13885971907,\N,\N,1,2025-05-01 20:48:17,1
C00000040,EMAIL,jiachao@example.net,\N,\N,1,2025-05-01 20:48:17,1
C00000041,MOBILE,13868724721,\N,\N,1,2025-02-01 06:23:51,1
C00000041,EMER,13879180203,郭瑞,朋友,1,2025-02-01 06:23:51,1
C00000042,MOBILE,13838284457,\N,\N,1,2025-01-03 12:13:06,1
C00000042,EMAIL,qianjing@example.net,\N,\N,1,2025-01-03 12:13:06,1
C00000042,EMER,13819745434,萧宁,兄弟姐妹,1,2025-01-03 12:13:06,1
C00000043,MOBILE,13894611430,\N,\N,1,2025-02-13 16:44:07,1
C00000043,EMER,13825385903,王玉英,兄弟姐妹,1,2025-02-13 16:44:07,1
C00000044,MOBILE,13883801199,\N,\N,1,2025-05-08 13:39:02,1
C00000044,EMER,13818534951,荣凤英,配偶,1,2025-05-08 13:39:02,1
C00000045,MOBILE,13869958519,\N,\N,1,2025-05-11 13:33:06,1
C00000045,EMER,13871938767,余萍,母亲,1,2025-05-11 13:33:06,1
C00000046,MOBILE,13808174517,\N,\N,1,2025-01-06 21:28:19,1
C00000046,EMER,13834546424,陈涛,兄弟姐妹,1,2025-01-06 21:28:19,1
C00000047,MOBILE,13899830734,\N,\N,1,2025-04-19 20:20:57,1
C00000047,EMER,13808751649,周兰英,配偶,1,2025-04-19 20:20:57,1
C00000048,MOBILE,13807524370,\N,\N,1,2025-06-09 18:28:29,1
C00000048,EMER,13807301441,张莹,母亲,1,2025-06-09 18:28:29,1
C00000049,MOBILE,13865227874,\N,\N,1,2025-05-09 22:07:05,1
C00000049,EMER,13851169095,陆秀华,母亲,1,2025-05-09 22:07:05,1
C00000050,MOBILE,13890058641,\N,\N,1,2025-05-25 21:55:05,1
C00000050,EMER,13852090441,鲁辉,配偶,1,2025-05-25 21:55:05,1
C00000051,MOBILE,13806254019,\N,\N,1,2025-01-08 12:41:32,1
C00000051,EMER,13864791563,汪桂兰,父亲,1,2025-01-08 12:41:32,1
C00000052,MOBILE,13876958893,\N,\N,1,2025-04-24 23:16:44,1
C00000052,EMAIL,kangjun@example.org,\N,\N,1,2025-04-24 23:16:44,1
C00000052,EMER,13828146613,杨林,朋友,1,2025-04-24 23:16:44,1
C00000053,MOBILE,13890439647,\N,\N,1,2025-02-17 13:25:10,1
C00000053,EMER,13813575078,乔建,母亲,1,2025-02-17 13:25:10,1
C00000054,MOBILE,13861487366,\N,\N,1,2025-03-06 13:34:09,1
C00000054,EMER,13828946694,吴利,配偶,1,2025-03-06 13:34:09,1
C00000055,MOBILE,13804176371,\N,\N,1,2025-02-10 18:25:22,1
C00000055,EMER,13848905178,魏淑华,母亲,1,2025-02-10 18:25:22,1
C00000056,MOBILE,13866186293,\N,\N,1,2025-01-23 18:32:13,1
C00000057,MOBILE,13837434803,\N,\N,1,2025-04-07 21:22:36,1
C00000057,EMAIL,heming@example.net,\N,\N,1,2025-04-07 21:22:36,1
C00000057,EMER,13839436849,庞峰,母亲,1,2025-04-07 21:22:36,1
C00000058,MOBILE,13837092520,\N,\N,1,2025-05-30 10:15:41,1
C00000058,EMER,13851751459,王建军,母亲,1,2025-05-30 10:15:41,1
C00000059,MOBILE,13826120554,\N,\N,1,2025-05-13 13:12:18,1
C00000059,EMAIL,ghuang@example.com,\N,\N,1,2025-05-13 13:12:18,1
C00000059,EMER,13890099291,翟红梅,母亲,1,2025-05-13 13:12:18,1
C00000060,MOBILE,13888342549,\N,\N,1,2025-04-13 12:19:19,1
C00000061,MOBILE,13800877806,\N,\N,1,2025-01-30 14:14:58,1
C00000061,EMER,13888961828,薛玲,兄弟姐妹,1,2025-01-30 14:14:58,1
C00000062,MOBILE,13893017389,\N,\N,1,2025-01-06 21:55:40,1
C00000063,MOBILE,13872444329,\N,\N,1,2025-03-26 12:38:16,1
C00000064,MOBILE,13885352475,\N,\N,1,2025-02-14 20:49:22,1
C00000064,EMAIL,mengjie@example.net,\N,\N,1,2025-02-14 20:49:22,1
C00000065,MOBILE,13830402762,\N,\N,1,2025-01-29 13:04:38,1
C00000066,MOBILE,13868710272,\N,\N,1,2025-05-25 12:42:02,1
C00000066,EMER,13888813118,朱洋,父亲,1,2025-05-25 12:42:02,1
C00000067,MOBILE,13893009927,\N,\N,1,2025-01-13 20:24:25,1
C00000067,EMAIL,ping85@example.net,\N,\N,1,2025-01-13 20:24:25,1
C00000067,EMER,13817443203,苏龙,配偶,1,2025-01-13 20:24:25,1
C00000068,MOBILE,13830233214,\N,\N,1,2025-01-20 20:03:06,1
C00000068,EMER,13806299199,仇秀云,配偶,1,2025-01-20 20:03:06,1
C00000069,MOBILE,13872922764,\N,\N,1,2025-02-12 21:04:08,1
C00000069,EMAIL,ming99@example.org,\N,\N,1,2025-02-12 21:04:08,1
C00000070,MOBILE,13855654201,\N,\N,1,2025-01-12 12:37:50,1
C00000070,EMAIL,xia04@example.org,\N,\N,1,2025-01-12 12:37:50,1
C00000070,EMER,13808543401,李桂香,母亲,1,2025-01-12 12:37:50,1
C00000071,MOBILE,13814914046,\N,\N,1,2025-05-01 15:11:53,1
C00000072,MOBILE,13890735754,\N,\N,1,2025-01-07 13:24:03,1
C00000072,EMAIL,wutao@example.org,\N,\N,1,2025-01-07 13:24:03,1
C00000072,EMER,13803195832,钟琳,配偶,1,2025-01-07 13:24:03,1
C00000073,MOBILE,13867293973,\N,\N,1,2025-05-20 22:13:25,1
C00000074,MOBILE,13840996922,\N,\N,1,2025-01-18 20:41:26,1
C00000074,EMER,13890653031,刘雷,母亲,1,2025-01-18 20:41:26,1
C00000075,MOBILE,13881036931,\N,\N,1,2025-01-06 21:11:26,1
C00000076,MOBILE,13807425803,\N,\N,1,2025-01-12 17:01:12,1
C00000077,MOBILE,13892540713,\N,\N,1,2025-03-30 20:46:13,1
C00000077,EMAIL,jingchang@example.org,\N,\N,1,2025-03-30 20:46:13,1
C00000077,EMER,13829659148,范玉,母亲,1,2025-03-30 20:46:13,1
C00000078,MOBILE,13846418963,\N,\N,1,2025-02-08 23:37:25,1
C00000079,MOBILE,13826380796,\N,\N,1,2025-01-09 15:56:30,1
C00000079,EMER,13855097507,陈峰,配偶,1,2025-01-09 15:56:30,1
C00000080,MOBILE,13884876017,\N,\N,1,2025-02-05 06:30:28,1
C00000080,EMER,13815148541,魏雪,兄弟姐妹,1,2025-02-05 06:30:28,1
C00000081,MOBILE,13857796987,\N,\N,1,2025-01-25 22:00:24,1
C00000081,EMER,13861623419,李雪,母亲,1,2025-01-25 22:00:24,1
C00000082,MOBILE,13872281946,\N,\N,1,2025-04-12 12:02:34,1
C00000082,EMAIL,uzhang@example.org,\N,\N,1,2025-04-12 12:02:34,1
C00000083,MOBILE,13870385627,\N,\N,1,2025-01-04 12:28:47,1
C00000083,EMAIL,tao26@example.com,\N,\N,1,2025-01-04 12:28:47,1
C00000083,EMER,13877787726,李桂荣,兄弟姐妹,1,2025-01-04 12:28:47,1
C00000084,MOBILE,13872784578,\N,\N,1,2025-01-22 21:21:01,1
C00000084,EMER,13801928501,任柳,母亲,1,2025-01-22 21:21:01,1
C00000085,MOBILE,13853895412,\N,\N,1,2025-01-21 23:54:46,1
C00000085,EMER,13867605995,李明,兄弟姐妹,1,2025-01-21 23:54:46,1
C00000086,MOBILE,13811636713,\N,\N,1,2025-03-26 02:24:10,1
C00000086,EMER,13898702100,王超,兄弟姐妹,1,2025-03-26 02:24:10,1
C00000087,MOBILE,13870611857,\N,\N,1,2025-01-30 13:21:31,1
C00000088,MOBILE,13832459651,\N,\N,1,2025-05-09 12:37:10,1
C00000088,EMER,13872413229,蔡柳,父亲,1,2025-05-09 12:37:10,1
C00000089,MOBILE,13848063900,\N,\N,1,2025-05-29 06:16:07,1
C00000090,MOBILE,13865781116,\N,\N,1,2025-02-04 22:05:27,1
C00000090,EMAIL,xiexiuying@example.net,\N,\N,1,2025-02-04 22:05:27,1
C00000091,MOBILE,13871598551,\N,\N,1,2025-04-15 11:44:50,1
C00000091,EMER,13814788735,范静,朋友,1,2025-04-15 11:44:50,1
C00000092,MOBILE,13804108270,\N,\N,1,2025-01-22 21:16:27,1
C00000092,EMAIL,yanzhang@example.com,\N,\N,1,2025-01-22 21:16:27,1
C00000093,MOBILE,13810829162,\N,\N,1,2025-03-30 09:04:26,1
C00000093,EMER,13809196128,牛龙,兄弟姐妹,1,2025-03-30 09:04:26,1
C00000094,MOBILE,13849938732,\N,\N,1,2025-04-12 15:17:41,1
C00000094,EMAIL,mingzhu@example.net,\N,\N,1,2025-04-12 15:17:41,1
C00000094,EMER,13816042856,朱佳,兄弟姐妹,1,2025-04-12 15:17:41,1
C00000095,MOBILE,13800265794,\N,\N,1,2025-02-07 13:09:32,1
C00000096,MOBILE,13829354908,\N,\N,1,2025-02-06 18:21:35,1
C00000096,EMER,13875241187,谭萍,配偶,1,2025-02-06 18:21:35,1
C00000097,MOBILE,13803217978,\N,\N,1,2025-05-22 16:16:56,1
C00000098,MOBILE,13800101521,\N,\N,1,2025-01-30 12:57:26,1
C00000098,EMAIL,min38@example.net,\N,\N,1,2025-01-30 12:57:26,1
C00000098,EMER,13881827907,黄玲,配偶,1,2025-01-30 12:57:26,1
C00000099,MOBILE,13883302214,\N,\N,1,2025-05-27 07:35:40,1
C00000099,EMER,13851833122,李欣,配偶,1,2025-05-27 07:35:40,1
C00000100,MOBILE,13864567431,\N,\N,1,2025-02-08 22:42:04,1
C00000100,EMER,13821820832,李文,朋友,1,2025-02-08 22:42:04,1
C00000101,MOBILE,13835281310,\N,\N,1,2025-01-12 02:20:01,1
C00000101,EMER,13818261294,蒋静,朋友,1,2025-01-12 02:20:01,1
C00000102,MOBILE,13808179116,\N,\N,1,2025-03-20 13:15:36,1
C00000102,EMER,13872748260,马欢,朋友,1,2025-03-20 13:15:36,1
C00000103,MOBILE,13896729524,\N,\N,1,2025-01-21 06:49:21,1
C00000104,MOBILE,13866385466,\N,\N,1,2025-03-17 22:52:19,1
C00000104,EMAIL,hegang@example.net,\N,\N,1,2025-03-17 22:52:19,1
C00000104,EMER,13833451273,杜淑华,母亲,1,2025-03-17 22:52:19,1
C00000105,MOBILE,13896373132,\N,\N,1,2025-01-30 13:42:12,1
C00000106,MOBILE,13859662833,\N,\N,1,2025-01-16 12:33:15,1
C00000107,MOBILE,13839167653,\N,\N,1,2025-04-01 23:29:37,1
C00000108,MOBILE,13833293059,\N,\N,1,2025-04-08 13:33:34,1
C00000109,MOBILE,13850913627,\N,\N,1,2025-04-29 12:43:25,1
C00000110,MOBILE,13818227378,\N,\N,1,2025-04-12 18:02:25,1
C00000110,EMAIL,dongxia@example.com,\N,\N,1,2025-04-12 18:02:25,1
C00000111,MOBILE,13827336976,\N,\N,1,2025-01-28 16:47:34,1
C00000111,EMER,13881945102,姜林,母亲,1,2025-01-28 16:47:34,1
C00000112,MOBILE,13843111376,\N,\N,1,2025-05-21 20:57:53,1
C00000113,MOBILE,13814004526,\N,\N,1,2025-03-19 13:06:45,1
C00000113,EMER,13857698836,鄢秀荣,配偶,1,2025-03-19 13:06:45,1
C00000114,MOBILE,13895785575,\N,\N,1,2025-04-17 08:30:54,1
C00000114,EMER,13820674460,张建国,母亲,1,2025-04-17 08:30:54,1
C00000115,MOBILE,13894064056,\N,\N,1,2025-06-05 20:57:43,1
C00000116,MOBILE,13800593718,\N,\N,1,2025-02-13 20:19:56,1
C00000116,EMER,13823083730,杜秀芳,配偶,1,2025-02-13 20:19:56,1
C00000117,MOBILE,13833312975,\N,\N,1,2025-04-25 13:55:11,1
C00000118,MOBILE,13828491059,\N,\N,1,2025-01-17 12:52:26,1
C00000118,EMER,13896218119,颜淑英,母亲,1,2025-01-17 12:52:26,1
C00000119,MOBILE,13842581293,\N,\N,1,2025-04-18 12:48:54,1
C00000119,EMAIL,chao62@example.org,\N,\N,1,2025-04-18 12:48:54,1
C00000119,EMER,13855819632,胡婷,父亲,1,2025-04-18 12:48:54,1
C00000120,MOBILE,13822068987,\N,\N,1,2025-01-31 12:26:58,1
C00000120,EMER,13876949805,李欣,母亲,1,2025-01-31 12:26:58,1
C00000121,MOBILE,13823876753,\N,\N,1,2025-02-28 11:36:38,1
C00000121,EMER,13848174034,况莉,朋友,1,2025-02-28 11:36:38,1
C00000122,MOBILE,13871604501,\N,\N,1,2025-03-02 13:44:31,1
C00000122,EMER,13869302587,许霞,配偶,1,2025-03-02 13:44:31,1
C00000123,MOBILE,13869542582,\N,\N,1,2025-01-30 13:07:33,1
C00000123,EMAIL,hewei@example.com,\N,\N,1,2025-01-30 13:07:33,1
C00000123,EMER,13832589476,邱桂花,母亲,1,2025-01-30 13:07:33,1
C00000124,MOBILE,13883674182,\N,\N,1,2025-01-11 18:28:55,1
C00000124,EMER,13830895035,杨桂荣,父亲,1,2025-01-11 18:28:55,1
C00000125,MOBILE,13847530091,\N,\N,1,2025-05-20 18:53:21,1
C00000126,MOBILE,13865398121,\N,\N,1,2025-01-06 22:30:31,1
C00000127,MOBILE,13845519592,\N,\N,1,2025-05-27 13:54:33,1
C00000127,EMER,13800507235,刘秀云,朋友,1,2025-05-27 13:54:33,1
C00000128,MOBILE,13876236212,\N,\N,1,2025-05-05 09:04:54,1
C00000128,EMER,13818179688,梁刚,朋友,1,2025-05-05 09:04:54,1
C00000129,MOBILE,13830633930,\N,\N,1,2025-03-13 13:08:37,1
C00000129,EMER,13842483711,刘利,配偶,1,2025-03-13 13:08:37,1
C00000130,MOBILE,13841921605,\N,\N,1,2025-04-24 20:42:26,1
C00000130,EMAIL,juan23@example.org,\N,\N,1,2025-04-24 20:42:26,1
C00000130,EMER,13889695003,邓彬,父亲,1,2025-04-24 20:42:26,1
C00000131,MOBILE,13871824889,\N,\N,1,2025-05-09 11:10:51,1
C00000131,EMAIL,fanfang@example.org,\N,\N,1,2025-05-09 11:10:51,1
C00000131,EMER,13815196727,郭红梅,父亲,1,2025-05-09 11:10:51,1
C00000132,MOBILE,13866568509,\N,\N,1,2025-05-10 12:34:44,1
C00000132,EMAIL,jing62@example.net,\N,\N,1,2025-05-10 12:34:44,1
C00000132,EMER,13888640761,沈旭,父亲,1,2025-05-10 12:34:44,1
C00000133,MOBILE,13898129311,\N,\N,1,2025-05-31 15:52:04,1
C00000133,EMAIL,taomin@example.net,\N,\N,1,2025-05-31 15:52:04,1
C00000133,EMER,13864923784,翟秀梅,母亲,1,2025-05-31 15:52:04,1
C00000134,MOBILE,13803297405,\N,\N,1,2025-03-19 12:49:00,1
C00000134,EMER,13846319687,李秀华,兄弟姐妹,1,2025-03-19 12:49:00,1
C00000135,MOBILE,13815415221,\N,\N,1,2025-04-10 20:31:13,1
C00000135,EMAIL,shaofang@example.org,\N,\N,1,2025-04-10 20:31:13,1
C00000135,EMER,13812053311,彭红梅,兄弟姐妹,1,2025-04-10 20:31:13,1
C00000136,MOBILE,13842553808,\N,\N,1,2025-01-29 14:31:12,1
C00000136,EMER,13886356386,孙小红,父亲,1,2025-01-29 14:31:12,1
C00000137,MOBILE,13804835942,\N,\N,1,2025-01-17 21:33:27,1
C00000137,EMAIL,yong31@example.com,\N,\N,1,2025-01-17 21:33:27,1
C00000137,EMER,13898241785,陈淑英,父亲,1,2025-01-17 21:33:27,1
C00000138,MOBILE,13844574084,\N,\N,1,2025-01-24 16:20:16,1
C00000138,EMAIL,wuxiulan@example.com,\N,\N,1,2025-01-24 16:20:16,1
C00000139,MOBILE,13869587788,\N,\N,1,2025-01-23 15:47:19,1
C00000139,EMER,13855005803,杨萍,母亲,1,2025-01-23 15:47:19,1
C00000140,MOBILE,13894298576,\N,\N,1,2025-01-09 22:45:30,1
C00000141,MOBILE,13854813173,\N,\N,1,2025-05-16 13:35:14,1
C00000141,EMER,13865867966,林博,母亲,1,2025-05-16 13:35:14,1
C00000142,MOBILE,13897079413,\N,\N,1,2025-03-01 12:14:07,1
C00000142,EMER,13862954426,周鑫,父亲,1,2025-03-01 12:14:07,1
C00000143,MOBILE,13841329516,\N,\N,1,2025-03-09 21:14:17,1
C00000143,EMAIL,weisun@example.org,\N,\N,1,2025-03-09 21:14:17,1
C00000144,MOBILE,13868360772,\N,\N,1,2025-02-14 13:13:13,1
C00000144,EMAIL,zhoujie@example.org,\N,\N,1,2025-02-14 13:13:13,1
C00000144,EMER,13831585030,郭桂芝,兄弟姐妹,1,2025-02-14 13:13:13,1
C00000145,MOBILE,13841383700,\N,\N,1,2025-02-20 12:40:47,1
C00000145,EMER,13889602480,田平,朋友,1,2025-02-20 12:40:47,1
C00000146,MOBILE,13837896767,\N,\N,1,2025-05-31 21:46:47,1
C00000146,EMAIL,guiying38@example.net,\N,\N,1,2025-05-31 21:46:47,1
C00000147,MOBILE,13806215484,\N,\N,1,2025-02-14 12:54:50,1
C00000147,EMER,13856282773,李淑兰,朋友,1,2025-02-14 12:54:50,1
C00000148,MOBILE,13814536496,\N,\N,1,2025-03-09 10:01:18,1
C00000148,EMAIL,li43@example.net,\N,\N,1,2025-03-09 10:01:18,1
C00000148,EMER,13877460173,王浩,配偶,1,2025-03-09 10:01:18,1
C00000149,MOBILE,13815159081,\N,\N,1,2025-02-14 11:29:52,1
C00000150,MOBILE,13854131165,\N,\N,1,2025-02-09 15:20:09,1
C00000151,MOBILE,13811152190,\N,\N,1,2025-01-30 09:02:49,1
C00000151,EMER,13878241163,陈刚,父亲,1,2025-01-30 09:02:49,1
C00000152,MOBILE,13801699661,\N,\N,1,2025-02-02 21:17:20,1
C00000152,EMER,13816531671,刘阳,母亲,1,2025-02-02 21:17:20,1
C00000153,MOBILE,13896622793,\N,\N,1,2025-01-26 08:53:59,1
C00000153,EMER,13884142923,李坤,父亲,1,2025-01-26 08:53:59,1
C00000154,MOBILE,13863596891,\N,\N,1,2025-04-17 12:34:30,1
C00000154,EMER,13817762664,王东,父亲,1,2025-04-17 12:34:30,1
C00000155,MOBILE,13855262594,\N,\N,1,2025-04-03 12:59:06,1
C00000156,MOBILE,13807607622,\N,\N,1,2025-01-26 12:34:31,1
C00000156,EMAIL,guoxia@example.org,\N,\N,1,2025-01-26 12:34:31,1
C00000156,EMER,13887523876,徐云,父亲,1,2025-01-26 12:34:31,1
C00000157,MOBILE,13809524223,\N,\N,1,2025-01-17 20:32:54,1
C00000157,EMAIL,bxie@example.com,\N,\N,1,2025-01-17 20:32:54,1
C00000157,EMER,13832026210,王玲,父亲,1,2025-01-17 20:32:54,1
C00000158,MOBILE,13820111640,\N,\N,1,2025-01-13 20:53:21,1
C00000158,EMER,13898414348,李玉珍,兄弟姐妹,1,2025-01-13 20:53:21,1
C00000159,MOBILE,13878811006,\N,\N,1,2025-06-15 21:50:30,1
C00000159,EMAIL,pingshao@example.org,\N,\N,1,2025-06-15 21:50:30,1
C00000159,EMER,13865785799,屈英,朋友,1,2025-06-15 21:50:30,1
C00000160,MOBILE,13848777639,\N,\N,1,2025-02-02 21:02:16,1
C00000160,EMAIL,mhuang@example.org,\N,\N,1,2025-02-02 21:02:16,1
C00000160,EMER,13826689043,熊凤英,配偶,1,2025-02-02 21:02:16,1
C00000161,MOBILE,13810542372,\N,\N,1,2025-04-11 21:38:11,1
C00000161,EMER,13884201892,史芳,兄弟姐妹,1,2025-04-11 21:38:11,1
C00000162,MOBILE,13861076516,\N,\N,1,2025-01-02 22:25:05,1
C00000162,EMER,13837240060,邓瑞,配偶,1,2025-01-02 22:25:05,1
C00000163,MOBILE,13843417220,\N,\N,1,2025-04-10 13:45:17,1
C00000163,EMAIL,slin@example.org,\N,\N,1,2025-04-10 13:45:17,1
C00000163,EMER,13887152378,蒋志强,母亲,1,2025-04-10 13:45:17,1
C00000164,MOBILE,13898364678,\N,\N,1,2025-02-07 20:37:48,1
C00000164,EMER,13893078374,罗秀华,母亲,1,2025-02-07 20:37:48,1
C00000165,MOBILE,13821330368,\N,\N,1,2025-01-31 21:49:48,1
C00000166,MOBILE,13863541023,\N,\N,1,2025-03-11 22:52:00,1
C00000166,EMER,13842026752,贺岩,朋友,1,2025-03-11 22:52:00,1
C00000167,MOBILE,13852205787,\N,\N,1,2025-02-18 14:37:56,1
C00000167,EMER,13897078909,吴秀英,配偶,1,2025-02-18 14:37:56,1
C00000168,MOBILE,13852217737,\N,\N,1,2025-03-28 22:59:47,1
C00000168,EMER,13823099270,康旭,朋友,1,2025-03-28 22:59:47,1
C00000169,MOBILE,13857014453,\N,\N,1,2025-01-14 10:37:09,1
C00000169,EMAIL,duanjing@example.com,\N,\N,1,2025-01-14 10:37:09,1
C00000169,EMER,13840639467,孙宁,父亲,1,2025-01-14 10:37:09,1
C00000170,MOBILE,13880409293,\N,\N,1,2025-02-10 20:52:48,1
C00000170,EMER,13808749850,陈英,母亲,1,2025-02-10 20:52:48,1
C00000171,MOBILE,13832792585,\N,\N,1,2025-02-02 22:48:38,1
C00000171,EMAIL,kzhou@example.com,\N,\N,1,2025-02-02 22:48:38,1
C00000172,MOBILE,13821856855,\N,\N,1,2025-01-21 22:38:40,1
C00000172,EMAIL,afang@example.com,\N,\N,1,2025-01-21 22:38:40,1
C00000172,EMER,13804745778,戴雪,父亲,1,2025-01-21 22:38:40,1
C00000173,MOBILE,13897481833,\N,\N,1,2025-01-18 22:11:34,1
C00000173,EMER,13851743459,杨丽娟,兄弟姐妹,1,2025-01-18 22:11:34,1
C00000174,MOBILE,13806953163,\N,\N,1,2025-02-20 13:55:54,1
C00000174,EMER,13827340317,毛玉,配偶,1,2025-02-20 13:55:54,1
C00000175,MOBILE,13830067811,\N,\N,1,2025-05-22 11:17:14,1
C00000176,MOBILE,13856231185,\N,\N,1,2025-02-16 14:41:26,1
C00000177,MOBILE,13851095544,\N,\N,1,2025-04-09 22:45:59,1
C00000178,MOBILE,13805635000,\N,\N,1,2025-02-18 12:32:47,1
C00000178,EMAIL,ewei@example.net,\N,\N,1,2025-02-18 12:32:47,1
