customer_id,addr_type,province,city,district,detail,is_current,created_at,is_test_data
C00000028,HOME,河北,汕尾,沙市,太原街O座,1,2025-05-03 13:06:22,1
C00000028,WORK,河北,荆门,沈北新,晖来计算机网络有限公司办公楼,1,2025-05-03 13:06:22,1
C00000029,HOME,辽宁,兰州,龙潭,罗路r座,1,2025-02-08 13:59:18,1
C00000030,HOME,广东,佛山,沈北新,唐街l座,1,2025-01-03 13:40:30,1
C00000031,HOME,安徽,哈尔滨,东丽,施街t座,1,2025-01-16 19:01:22,1
C00000031,WORK,安徽,重庆,涪城,兰金电子网络有限公司办公楼,1,2025-01-16 19:01:22,1
C00000032,HOME,陕西,太原,吉区,西宁路G座,1,2025-01-07 21:57:19,1
C00000033,HOME,江苏,嘉禾,永川,罗街E座,1,2025-01-24 13:16:58,1
C00000034,HOME,浙江,长沙,梁平,广州街K座,1,2025-06-02 10:03:47,1
C00000035,HOME,河北,六安,淄川,易路V座,1,2025-02-15 20:09:52,1
C00000035,WORK,河北,兰州,海陵,创汇网络有限公司办公楼,1,2025-02-15 20:09:52,1
C00000036,HOME,浙江,兴城,涪城,石家庄街I座,1,2025-01-28 00:49:21,1
C00000037,HOME,山东,杭州,清城,赵街S座,1,2025-04-29 09:29:54,1
C00000038,HOME,广东,太原,花溪,昆明街d座,1,2025-01-20 20:33:40,1
C00000039,HOME,山东,上海,淄川,海门路k座,1,2025-01-23 12:08:12,1
C00000040,HOME,云南,辛集,西夏,马街I座,1,2025-05-01 20:48:17,1
C00000041,HOME,云南,合肥,秀英,钟街r座,1,2025-02-01 06:23:51,1
C00000042,HOME,安徽,通辽,山亭,谢路y座,1,2025-01-03 12:13:06,1
C00000042,WORK,安徽,沈阳,怀柔,盟新网络有限公司办公楼,1,2025-01-03 12:13:06,1
C00000043,HOME,河北,福州,秀英,王路A座,1,2025-02-13 16:44:07,1
C00000043,WORK,河北,宁德,城北,趋势科技有限公司办公楼,1,2025-02-13 16:44:07,1
C00000044,HOME,浙江,辽阳,徐汇,郑路b座,1,2025-05-08 13:39:02,1
C00000044,WORK,浙江,贵阳,静安,巨奥网络有限公司办公楼,1,2025-05-08 13:39:02,1
C00000045,HOME,安徽,长春,魏都,陈街X座,1,2025-05-11 13:33:06,1
C00000045,WORK,安徽,上海,海港,快讯传媒有限公司办公楼,1,2025-05-11 13:33:06,1
C00000046,HOME,云南,台北,兴山,澳门路j座,1,2025-01-06 21:28:19,1
C00000047,HOME,河北,佛山,长寿,成都街s座,1,2025-04-19 20:20:57,1
C00000048,HOME,福建,南昌,魏都,李街K座,1,2025-06-09 18:28:29,1
C00000048,WORK,福建,马鞍山,锡山,万迅电脑网络有限公司办公楼,1,2025-06-09 18:28:29,1
C00000049,HOME,河南,淮安,清城,陈路e座,1,2025-05-09 22:07:05,1
C00000049,WORK,河南,永安,大东,飞海科技网络有限公司办公楼,1,2025-05-09 22:07:05,1
C00000050,HOME,北京,沈阳,徐汇,张家港街q座,1,2025-05-25 21:55:05,1
C00000050,WORK,北京,张家港,兴山,趋势传媒有限公司办公楼,1,2025-05-25 21:55:05,1
C00000051,HOME,北京,银川,白云,拉萨街V座,1,2025-01-08 12:41:32,1
C00000051,WORK,北京,西安,淄川,和泰传媒有限公司办公楼,1,2025-01-08 12:41:32,1
C00000052,HOME,陕西,哈尔滨,锡山,刘路G座,1,2025-04-24 23:16:44,1
C00000053,HOME,广东,张家港,海港,高路g座,1,2025-02-17 13:25:10,1
C00000054,HOME,江苏,福州,牧野,沈阳街W座,1,2025-03-06 13:34:09,1
C00000055,HOME,北京,东莞,白云,赵路z座,1,2025-02-10 18:25:22,1
C00000055,WORK,北京,梧州,沈北新,国讯科技有限公司办公楼,1,2025-02-10 18:25:22,1
C00000056,HOME,重庆,惠州,孝南,西宁街J座,1,2025-01-23 18:32:13,1
C00000057,HOME,上海,柳州,城东,石家庄街Q座,1,2025-04-07 21:22:36,1
C00000057,WORK,上海,太原,蓟州,泰麒麟信息有限公司办公楼,1,2025-04-07 21:22:36,1
C00000058,HOME,河南,长春,徐汇,惠州路a座,1,2025-05-30 10:15:41,1
C00000059,HOME,广东,辽阳,崇文,沈阳街T座,1,2025-05-13 13:12:18,1
C00000060,HOME,辽宁,六盘水,房山,谭街V座,1,2025-04-13 12:19:19,1
C00000061,HOME,广东,嘉禾,涪城,鞠街G座,1,2025-01-30 14:14:58,1
C00000061,WORK,广东,关岭,房山,兰金电子传媒有限公司办公楼,1,2025-01-30 14:14:58,1
C00000062,HOME,河南,澳门,大兴,天津路i座,1,2025-01-06 21:55:40,1
C00000062,WORK,河南,兰州,长寿,凌云传媒有限公司办公楼,1,2025-01-06 21:55:40,1
C00000063,HOME,辽宁,兴安盟,沙市,汕尾路I座,1,2025-03-26 12:38:16,1
C00000063,WORK,辽宁,张家港,朝阳,维涛传媒有限公司办公楼,1,2025-03-26 12:38:16,1
C00000064,HOME,浙江,邯郸,西峰,合山街S座,1,2025-02-14 20:49:22,1
C00000064,WORK,浙江,北京,沈河,快讯信息有限公司办公楼,1,2025-02-14 20:49:22,1
C00000065,HOME,安徽,南昌,清河,马路G座,1,2025-01-29 13:04:38,1
C00000065,WORK,安徽,沈阳,六枝特,惠派国际公司网络有限公司办公楼,1,2025-01-29 13:04:38,1
C00000066,HOME,福建,合山,梁平,马鞍山路q座,1,2025-05-25 12:42:02,1
C00000067,HOME,福建,南昌,黄浦,张路h座,1,2025-01-13 20:24:25,1
C00000068,HOME,福建,通辽,海陵,范路g座,1,2025-01-20 20:03:06,1
C00000069,HOME,重庆,哈尔滨,沈北新,深圳路t座,1,2025-02-12 21:04:08,1
C00000069,WORK,重庆,重庆,上街,诺依曼软件科技有限公司办公楼,1,2025-02-12 21:04:08,1
C00000070,HOME,云南,海口,兴山,南昌街Y座,1,2025-01-12 12:37:50,1
C00000071,HOME,广东,惠州,沙市,李街i座,1,2025-05-01 15:11:53,1
C00000072,HOME,河南,郑州,长寿,关岭街X座,1,2025-01-07 13:24:03,1
C00000072,WORK,河南,北京,沈河,迪摩科技有限公司办公楼,1,2025-01-07 13:24:03,1
C00000073,HOME,四川,沈阳,门头沟,淮安街Q座,1,2025-05-20 22:13:25,1
C00000074,HOME,山东,哈尔滨,白云,周街X座,1,2025-01-18 20:41:26,1
C00000074,WORK,山东,柳州,崇文,双敏电子信息有限公司办公楼,1,2025-01-18 20:41:26,1
C00000075,HOME,四川,太原,闵行,高路q座,1,2025-01-06 21:11:26,1
C00000076,HOME,重庆,梧州,兴山,王街D座,1,2025-01-12 17:01:12,1
C00000077,HOME,河南,六盘水,高坪,王路W座,1,2025-03-30 20:46:13,1
C00000077,WORK,河南,南宁,丰都,巨奥信息有限公司办公楼,1,2025-03-30 20:46:13,1
C00000078,HOME,吉林,香港,沈北新,深圳路w座,1,2025-02-08 23:37:25,1
C00000078,WORK,吉林,马鞍山,六枝特,易动力网络有限公司办公楼,1,2025-02-08 23:37:25,1
C00000079,HOME,重庆,张家港,沈河,成都街o座,1,2025-01-09 15:56:30,1
C00000079,WORK,重庆,台北,花溪,佳禾网络有限公司办公楼,1,2025-01-09 15:56:30,1
C00000080,HOME,辽宁,乌鲁木齐,永川,石家庄路M座,1,2025-02-05 06:30:28,1
C00000081,HOME,重庆,澳门,清河,李路D座,1,2025-01-25 22:00:24,1
C00000081,WORK,重庆,宁德,长寿,惠派国际公司网络有限公司办公楼,1,2025-01-25 22:00:24,1
C00000082,HOME,吉林,呼和浩特,丰都,沈阳路d座,1,2025-04-12 12:02:34,1
C00000083,HOME,山东,西宁,华龙,呼和浩特街F座,1,2025-01-04 12:28:47,1
C00000083,WORK,山东,马鞍山,南溪,同兴万点传媒有限公司办公楼,1,2025-01-04 12:28:47,1
C00000084,HOME,湖北,广州,淄川,邯郸路i座,1,2025-01-22 21:21:01,1
C00000084,WORK,湖北,杭州,朝阳,彩虹网络有限公司办公楼,1,2025-01-22 21:21:01,1
C00000085,HOME,河南,太原,西夏,林街w座,1,2025-01-21 23:54:46,1
C00000085,WORK,河南,六安,东丽,超艺传媒有限公司办公楼,1,2025-01-21 23:54:46,1
C00000086,HOME,河南,梧州,梁平,宜都街x座,1,2025-03-26 02:24:10,1
C00000087,HOME,湖南,兴城,丰都,官街Z座,1,2025-01-30 13:21:31,1
C00000088,HOME,江苏,香港,丰都,蒋街N座,1,2025-05-09 12:37:10,1
C00000089,HOME,四川,沈阳,合川,六盘水路y座,1,2025-05-29 06:16:07,1
C00000089,WORK,四川,合肥,合川,毕博诚传媒有限公司办公楼,1,2025-05-29 06:16:07,1
C00000090,HOME,浙江,东莞,东城,潮州路E座,1,2025-02-04 22:05:27,1
C00000090,WORK,浙江,杭州,牧野,良诺科技有限公司办公楼,1,2025-02-04 22:05:27,1
C00000091,HOME,上海,马鞍山,海港,成都路C座,1,2025-04-15 11:44:50,1
C00000091,WORK,上海,拉萨,平山,新宇龙信息信息有限公司办公楼,1,2025-04-15 11:44:50,1
C00000092,HOME,北京,齐齐哈尔,城东,拉萨街D座,1,2025-01-22 21:16:27,1
C00000093,HOME,广东,六盘水,清河,龙路w座,1,2025-03-30 09:04:26,1
C00000093,WORK,广东,武汉,高坪,时空盒数字信息有限公司办公楼,1,2025-03-30 09:04:26,1
C00000094,HOME,江苏,长沙,秀英,方路Z座,1,2025-04-12 15:17:41,1
C00000094,WORK,江苏,惠州,高明,联通时科信息有限公司办公楼,1,2025-04-12 15:17:41,1
C00000095,HOME,浙江,台北,清浦,汕尾街N座,1,2025-02-07 13:09:32,1
C00000095,WORK,浙江,荆门,淄川,戴硕电子传媒有限公司办公楼,1,2025-02-07 13:09:32,1
C00000096,HOME,重庆,辽阳,南湖,杨路I座,1,2025-02-06 18:21:35,1
C00000096,WORK,重庆,潮州,蓟州,易动力信息有限公司办公楼,1,2025-02-06 18:21:35,1
C00000097,HOME,黑龙江,辛集,友好,张街p座,1,2025-05-22 16:16:56,1
C00000097,WORK,黑龙江,郑州,西峰,商软冠联传媒有限公司办公楼,1,2025-05-22 16:16:56,1
C00000098,HOME,浙江,东莞,梁平,陈路u座,1,2025-01-30 12:57:26,1
C00000098,WORK,浙江,潮州,滨城,新宇龙信息科技有限公司办公楼,1,2025-01-30 12:57:26,1
C00000099,HOME,江苏,海门,沈北新,张街z座,1,2025-05-27 07:35:40,1
C00000100,HOME,安徽,南宁,沙市,哈尔滨路i座,1,2025-02-08 22:42:04,1
C00000100,WORK,安徽,济南,双滦,创汇科技有限公司办公楼,1,2025-02-08 22:42:04,1
C00000101,HOME,江苏,大冶,永川,巢湖街Q座,1,2025-01-12 02:20:01,1
C00000102,HOME,福建,佛山,永川,哈尔滨街n座,1,2025-03-20 13:15:36,1
C00000102,WORK,福建,东莞,静安,易动力传媒有限公司办公楼,1,2025-03-20 13:15:36,1
C00000103,HOME,河北,上海,龙潭,六安路B座,1,2025-01-21 06:49:21,1
C00000104,HOME,广东,成都,徐汇,呼和浩特街l座,1,2025-03-17 22:52:19,1
C00000104,WORK,广东,宁德,崇文,快讯科技有限公司办公楼,1,2025-03-17 22:52:19,1
C00000105,HOME,黑龙江,天津,沙市,合山街c座,1,2025-01-30 13:42:12,1
C00000105,WORK,黑龙江,西安,南溪,数字100传媒有限公司办公楼,1,2025-01-30 13:42:12,1
C00000106,HOME,江苏,长沙,门头沟,阜新路H座,1,2025-01-16 12:33:15,1
C00000106,WORK,江苏,成都,东丽,华泰通安传媒有限公司办公楼,1,2025-01-16 12:33:15,1
C00000107,HOME,云南,沈阳,沙湾,王路Y座,1,2025-04-01 23:29:37,1
C00000107,WORK,云南,拉萨,东城,恒聪百汇信息有限公司办公楼,1,2025-04-01 23:29:37,1
C00000108,HOME,湖北,宁德,南长,刘路t座,1,2025-04-08 13:33:34,1
C00000108,WORK,湖北,济南,璧山,中建创业科技有限公司办公楼,1,2025-04-08 13:33:34,1
C00000109,HOME,广东,南京,锡山,广州街u座,1,2025-04-29 12:43:25,1
C00000109,WORK,广东,长春,清城,南康传媒有限公司办公楼,1,2025-04-29 12:43:25,1
C00000110,HOME,河南,天津,锡山,张路o座,1,2025-04-12 18:02:25,1
C00000111,HOME,广东,东莞,双滦,何街Q座,1,2025-01-28 16:47:34,1
C00000111,WORK,广东,长春,牧野,济南亿次元传媒有限公司办公楼,1,2025-01-28 16:47:34,1
C00000112,HOME,重庆,西安,东城,长春路N座,1,2025-05-21 20:57:53,1
C00000113,HOME,云南,济南,怀柔,解街h座,1,2025-03-19 13:06:45,1
C00000114,HOME,湖北,北镇,吉区,李路M座,1,2025-04-17 08:30:54,1
C00000114,WORK,湖北,潮州,锡山,天开信息有限公司办公楼,1,2025-04-17 08:30:54,1
C00000115,HOME,陕西,长春,大东,王街g座,1,2025-06-05 20:57:43,1
C00000115,WORK,陕西,六盘水,秀英,中建创业信息有限公司办公楼,1,2025-06-05 20:57:43,1
C00000116,HOME,湖北,广州,友好,王路g座,1,2025-02-13 20:19:56,1
C00000116,WORK,湖北,通辽,白云,凌云网络有限公司办公楼,1,2025-02-13 20:19:56,1
C00000117,HOME,重庆,南昌,城东,海门路z座,1,2025-04-25 13:55:11,1
C00000118,HOME,上海,哈尔滨,双滦,张路a座,1,2025-01-17 12:52:26,1
C00000118,WORK,上海,南宁,沙市,群英传媒有限公司办公楼,1,2025-01-17 12:52:26,1
C00000119,HOME,广东,哈尔滨,蓟州,北镇路R座,1,2025-04-18 12:48:54,1
C00000120,HOME,四川,长春,门头沟,刘街x座,1,2025-01-31 12:26:58,1
C00000120,WORK,四川,惠州,友好,戴硕电子网络有限公司办公楼,1,2025-01-31 12:26:58,1
C00000121,HOME,山东,梧州,高坪,王路p座,1,2025-02-28 11:36:38,1
C00000122,HOME,湖南,大冶,清浦,刘街v座,1,2025-03-02 13:44:31,1
C00000122,WORK,湖南,佛山,上街,时刻传媒有限公司办公楼,1,2025-03-02 13:44:31,1
C00000123,HOME,广东,巢湖,闵行,石家庄街e座,1,2025-01-30 13:07:33,1
C00000123,WORK,广东,佛山,永川,商软冠联信息有限公司办公楼,1,2025-01-30 13:07:33,1
C00000124,HOME,湖南,海门,锡山,兰州街r座,1,2025-01-11 18:28:55,1
C00000125,HOME,陕西,太原,涪城,张路U座,1,2025-05-20 18:53:21,1
C00000126,HOME,山东,拉萨,城东,吴路J座,1,2025-01-06 22:30:31,1
C00000126,WORK,山东,海口,山亭,天开信息有限公司办公楼,1,2025-01-06 22:30:31,1
C00000127,HOME,广东,重庆,锡山,缪路G座,1,2025-05-27 13:54:33,1
C00000127,WORK,广东,淮安,平山,诺依曼软件信息有限公司办公楼,1,2025-05-27 13:54:33,1
C00000128,HOME,河南,梧州,高港,海口街F座,1,2025-05-05 09:04:54,1
C00000129,HOME,江苏,哈尔滨,山亭,汕尾街I座,1,2025-03-13 13:08:37,1
C00000129,WORK,江苏,杭州,六枝特,中建创业科技有限公司办公楼,1,2025-03-13 13:08:37,1
C00000130,HOME,辽宁,梧州,城东,胡路S座,1,2025-04-24 20:42:26,1
C00000130,WORK,辽宁,武汉,门头沟,双敏电子科技有限公司办公楼,1,2025-04-24 20:42:26,1
C00000131,HOME,福建,淮安,闵行,唐街C座,1,2025-05-09 11:10:51,1
C00000132,HOME,江苏,合山,大东,济南路w座,1,2025-05-10 12:34:44,1
C00000132,WORK,江苏,西安,城北,新宇龙信息传媒有限公司办公楼,1,2025-05-10 12:34:44,1
C00000133,HOME,四川,乌鲁木齐,徐汇,海门街T座,1,2025-05-31 15:52:04,1
C00000134,HOME,浙江,辛集,崇文,马路C座,1,2025-03-19 12:49:00,1
C00000134,WORK,浙江,香港,永川,合联电子传媒有限公司办公楼,1,2025-03-19 12:49:00,1
C00000135,HOME,福建,贵阳,华龙,海门街y座,1,2025-04-10 20:31:13,1
C00000135,WORK,福建,台北,龙潭,巨奥传媒有限公司办公楼,1,2025-04-10 20:31:13,1
C00000136,HOME,湖北,邯郸,西夏,贵阳街J座,1,2025-01-29 14:31:12,1
C00000136,WORK,湖北,兰州,沙湾,创亿网络有限公司办公楼,1,2025-01-29 14:31:12,1
C00000137,HOME,福建,六盘水,丰都,许路E座,1,2025-01-17 21:33:27,1
C00000138,HOME,河南,拉萨,黄浦,乔路G座,1,2025-01-24 16:20:16,1
C00000138,WORK,河南,福州,朝阳,凌颖信息科技有限公司办公楼,1,2025-01-24 16:20:16,1
C00000139,HOME,福建,汕尾,淄川,汕尾路w座,1,2025-01-23 15:47:19,1
C00000140,HOME,河南,武汉,清浦,哈尔滨街B座,1,2025-01-09 22:45:30,1
C00000140,WORK,河南,深圳,江北,七喜传媒有限公司办公楼,1,2025-01-09 22:45:30,1
C00000141,HOME,安徽,合山,魏都,唐路i座,1,2025-05-16 13:35:14,1
C00000141,WORK,安徽,长沙,吉区,华泰通安信息有限公司办公楼,1,2025-05-16 13:35:14,1
C00000142,HOME,浙江,大冶,城东,赵路x座,1,2025-03-01 12:14:07,1
C00000142,WORK,浙江,潮州,长寿,新宇龙信息网络有限公司办公楼,1,2025-03-01 12:14:07,1
C00000143,HOME,山东,六安,长寿,杨路B座,1,2025-03-09 21:14:17,1
C00000144,HOME,山东,沈阳,大兴,齐齐哈尔路J座,1,2025-02-14 13:13:13,1
C00000145,HOME,北京,齐齐哈尔,蓟州,合山路D座,1,2025-02-20 12:40:47,1
C00000146,HOME,广东,马鞍山,高坪,刘路E座,1,2025-05-31 21:46:47,1
C00000146,WORK,广东,南昌,山亭,时空盒数字传媒有限公司办公楼,1,2025-05-31 21:46:47,1
C00000147,HOME,上海,通辽,南湖,银川街f座,1,2025-02-14 12:54:50,1
C00000147,WORK,上海,沈阳,闵行,新宇龙信息传媒有限公司办公楼,1,2025-02-14 12:54:50,1
C00000148,HOME,安徽,淮安,山亭,郭路L座,1,2025-03-09 10:01:18,1
C00000148,WORK,安徽,海门,沙湾,易动力科技有限公司办公楼,1,2025-03-09 10:01:18,1
C00000149,HOME,河南,郑州,沈河,天津街x座,1,2025-02-14 11:29:52,1
C00000150,HOME,湖南,南宁,吉区,汕尾路w座,1,2025-02-09 15:20:09,1
C00000151,HOME,山东,柳州,大东,兴安盟街P座,1,2025-01-30 09:02:49,1
C00000152,HOME,吉林,柳州,朝阳,乌鲁木齐街n座,1,2025-02-02 21:17:20,1
C00000152,WORK,吉林,杭州,西峰,华远软件网络有限公司办公楼,1,2025-02-02 21:17:20,1
C00000153,HOME,江苏,北镇,高明,重庆路G座,1,2025-01-26 08:53:59,1
C00000154,HOME,河北,张家港,魏都,宁德街c座,1,2025-04-17 12:34:30,1
C00000154,WORK,河北,西宁,双滦,彩虹科技有限公司办公楼,1,2025-04-17 12:34:30,1
C00000155,HOME,吉林,永安,清城,费路P座,1,2025-04-03 12:59:06,1
C00000156,HOME,江苏,台北,淄川,王路P座,1,2025-01-26 12:34:31,1
C00000156,WORK,江苏,宜都,崇文,鸿睿思博科技有限公司办公楼,1,2025-01-26 12:34:31,1
C00000157,HOME,安徽,深圳,平山,哈尔滨路u座,1,2025-01-17 20:32:54,1
C00000157,WORK,安徽,潮州,沙市,九方信息有限公司办公楼,1,2025-01-17 20:32:54,1
C00000158,HOME,江西,北京,永川,张路W座,1,2025-01-13 20:53:21,1
C00000159,HOME,重庆,阜新,和平,宁德路S座,1,2025-06-15 21:50:30,1
C00000159,WORK,重庆,长春,清城,联通时科网络有限公司办公楼,1,2025-06-15 21:50:30,1
C00000160,HOME,湖南,淮安,普陀,刘街M座,1,2025-02-02 21:02:16,1
C00000160,WORK,湖南,阜新,友好,富罳信息有限公司办公楼,1,2025-02-02 21:02:16,1
C00000161,HOME,江苏,哈尔滨,双滦,罗路W座,1,2025-04-11 21:38:11,1
C00000161,WORK,江苏,宜都,沈河,同兴万点传媒有限公司办公楼,1,2025-04-11 21:38:11,1
C00000162,HOME,福建,张家港,西夏,张街g座,1,2025-01-02 22:25:05,1
C00000163,HOME,河南,汕尾,沈北新,六盘水路Q座,1,2025-04-10 13:45:17,1
C00000164,HOME,江苏,六安,萧山,罗街z座,1,2025-02-07 20:37:48,1
C00000164,WORK,江苏,邯郸,双滦,国讯信息有限公司办公楼,1,2025-02-07 20:37:48,1
C00000165,HOME,山东,南京,城北,呼和浩特街X座,1,2025-01-31 21:49:48,1
C00000165,WORK,山东,齐齐哈尔,璧山,惠派国际公司网络有限公司办公楼,1,2025-01-31 21:49:48,1
C00000166,HOME,江苏,长春,静安,淮安街g座,1,2025-03-11 22:52:00,1
C00000167,HOME,河南,海门,锡山,沈阳路o座,1,2025-02-18 14:37:56,1
C00000167,WORK,河南,惠州,高港,黄石金承传媒有限公司办公楼,1,2025-02-18 14:37:56,1
C00000168,HOME,安徽,贵阳,秀英,李路i座,1,2025-03-28 22:59:47,1
C00000168,WORK,安徽,呼和浩特,山亭,信诚致远信息有限公司办公楼,1,2025-03-28 22:59:47,1
C00000169,HOME,云南,深圳,新城,雷街h座,1,2025-01-14 10:37:09,1
C00000170,HOME,湖南,兴安盟,龙潭,钟街A座,1,2025-02-10 20:52:48,1
C00000171,HOME,重庆,呼和浩特,涪城,宜都路x座,1,2025-02-02 22:48:38,1
C00000171,WORK,重庆,海口,海陵,南康传媒有限公司办公楼,1,2025-02-02 22:48:38,1
C00000172,HOME,重庆,邯郸,山亭,赖路C座,1,2025-01-21 22:38:40,1
C00000173,HOME,湖南,汕尾,锡山,鞠街N座,1,2025-01-18 22:11:34,1
C00000173,WORK,湖南,北镇,平山,易动力传媒有限公司办公楼,1,2025-01-18 22:11:34,1
C00000174,HOME,浙江,北京,西峰,柳州街M座,1,2025-02-20 13:55:54,1
C00000174,WORK,浙江,呼和浩特,清城,双敏电子网络有限公司办公楼,1,2025-02-20 13:55:54,1
C00000175,HOME,江苏,澳门,南溪,金路D座,1,2025-05-22 11:17:14,1
C00000175,WORK,江苏,潮州,沙市,创联世纪传媒有限公司办公楼,1,2025-05-22 11:17:14,1
C00000176,HOME,湖北,荆门,静安,张街K座,1,2025-02-16 14:41:26,1
C00000176,WORK,湖北,哈尔滨,涪城,富罳传媒有限公司办公楼,1,2025-02-16 14:41:26,1
C00000177,HOME,北京,柳州,江北,大冶路c座,1,2025-04-09 22:45:59,1
C00000178,HOME,上海,海门,萧山,海门街F座,1,2025-02-18 12:32:47,1
C00000178,WORK,上海,惠州,大东,襄樊地球村科技有限公司办公楼,1,2025-02-18 12:32:47,1
C00000179,HOME,辽宁,郑州,西夏,舒路c座,1,2025-01-13 11:54:36,1
C00000180,HOME,浙江,南宁,浔阳,张街z座,1,2025-01-10 09:56:12,1
C00000181,HOME,北京,马鞍山,和平,武街u座,1,2025-02-14 14:58:23,1
C00000181,WORK,北京,惠州,淄川,商软冠联传媒有限公司办公楼,1,2025-02-14 14:58:23,1
C00000182,HOME,湖南,郑州,山亭,佛山街l座,1,2025-05-08 14:42:00,1
C00000183,HOME,湖北,哈尔滨,金平,韦路A座,1,2025-04-06 22:03:22,1
C00000183,WORK,湖北,长春,新城,泰麒麟网络有限公司办公楼,1,2025-04-06 22:03:22,1
C00000184,HOME,辽宁,兰州,吉区,李街F座,1,2025-02-02 21:42:32,1
C00000185,HOME,浙江,荆门,璧山,何街g座,1,2025-01-28 21:45:34,1
C00000186,HOME,陕西,佛山,江北,郑州路G座,1,2025-01-28 21:29:06,1
C00000187,HOME,陕西,武汉,龙潭,关岭路Q座,1,2025-04-18 22:38:56,1
C00000187,WORK,陕西,巢湖,大兴,维涛科技有限公司办公楼,1,2025-04-18 22:38:56,1
C00000188,HOME,辽宁,长沙,平山,银川路I座,1,2025-03-18 20:26:54,1
C00000188,WORK,辽宁,济南,合川,网新恒天传媒有限公司办公楼,1,2025-03-18 20:26:54,1
C00000189,HOME,广东,台北,璧山,张家港路i座,1,2025-01-30 11:13:28,1
C00000190,HOME,辽宁,南宁,高坪,兴城路S座,1,2025-01-30 12:00:47,1
C00000190,WORK,辽宁,深圳,江北,黄石金承科技有限公司办公楼,1,2025-01-30 12:00:47,1
C00000191,HOME,河北,北京,高明,福州街w座,1,2025-02-14 14:18:08,1
