customer_id,name,gender,birth_date,age,education,marital,occupation,monthly_income,reg_channel,reg_time,status,is_test_data
C00000040,温雪,2,2003-06-14,22,本科,已婚,个体经营者,17978.73,BAIDU_SEM,2025-05-01 20:48:17,ACTIVE,1
C00000041,傅静,1,1989-05-22,36,大专,未婚,工程师,21671.09,BAIDU_SEM,2025-02-01 06:23:51,ACTIVE,1
C00000042,汪芳,2,1999-12-26,26,本科,已婚,运营/客服,10403.34,KUAISHOU_AD,2025-01-03 12:13:06,ACTIVE,1
C00000043,张冬梅,1,1996-09-27,29,本科,已婚,自由职业,13042.94,KUAISHOU_AD,2025-02-13 16:44:07,ACTIVE,1
C00000044,李华,2,1993-06-14,32,本科,已婚,个体经营者,25607.18,TENCENT_AD,2025-05-08 13:39:02,ACTIVE,1
C00000045,田强,2,1991-05-01,34,大专,已婚,工程师,15365.16,BYTEDANCE_AD,2025-05-11 13:33:06,ACTIVE,1
C00000046,李志强,1,1991-02-09,34,本科,未婚,个体经营者,3912.78,H5_PROMO,2025-01-06 21:28:19,ACTIVE,1
C00000047,陈晨,2,1992-01-10,33,高中,已婚,教师,7221.28,KUAISHOU_AD,2025-04-19 20:20:57,ACTIVE,1
C00000048,李宇,1,1997-09-03,28,高中,未婚,教师,14237.74,BYTEDANCE_AD,2025-06-09 18:28:29,ACTIVE,1
C00000049,史波,1,1990-07-16,35,本科,未婚,工程师,22899.43,APP_ORG,2025-05-09 22:07:05,ACTIVE,1
C00000050,庞玉华,1,1991-04-24,34,大专,未婚,自由职业,14153.40,BAIDU_SEM,2025-05-25 21:55:05,ACTIVE,1
C00000051,刘丽娟,2,1982-12-04,43,大专,已婚,工程师,13736.19,BYTEDANCE_AD,2025-01-08 12:41:32,ACTIVE,1
C00000052,侯杰,2,1986-03-21,39,硕士,已婚,自由职业,8790.75,BYTEDANCE_AD,2025-04-24 23:16:44,ACTIVE,1
C00000053,夏玉珍,2,1992-04-23,33,大专,已婚,医生/护士,15723.15,PARTNER_MALL,2025-02-17 13:25:10,ACTIVE,1
C00000054,高楠,2,1999-04-02,26,大专,未婚,教师,13731.12,REFERRAL,2025-03-06 13:34:09,ACTIVE,1
C00000055,赵欢,1,1989-07-27,36,本科,已婚,自由职业,5751.80,BAIDU_SEM,2025-02-10 18:25:22,ACTIVE,1
C00000056,李建平,1,1990-02-24,35,本科,已婚,医生/护士,6110.34,BYTEDANCE_AD,2025-01-23 18:32:13,ACTIVE,1
C00000057,范莉,1,2000-11-22,25,大专,未婚,服务员,5929.40,TENCENT_AD,2025-04-07 21:22:36,ACTIVE,1
C00000058,赵丽,2,1985-07-27,40,本科,未婚,工人,7438.69,BAIDU_SEM,2025-05-30 10:15:41,ACTIVE,1
C00000059,穆桂英,1,1982-05-20,43,大专,已婚,公司职员,9322.26,REFERRAL,2025-05-13 13:12:18,ACTIVE,1
C00000060,孙秀兰,1,2001-02-19,24,本科,已婚,工程师,20175.45,KUAISHOU_AD,2025-04-13 12:19:19,ACTIVE,1
C00000061,焦婷婷,2,1998-09-15,27,大专,已婚,教师,9897.82,TENCENT_AD,2025-01-30 14:14:58,ACTIVE,1
C00000062,徐红梅,1,1993-04-22,32,本科,已婚,工程师,10357.53,BYTEDANCE_AD,2025-01-06 21:55:40,ACTIVE,1
C00000063,曹敏,1,2001-05-08,24,博士,未婚,服务员,5109.01,KUAISHOU_AD,2025-03-26 12:38:16,ACTIVE,1
C00000064,黄林,2,1997-05-23,28,硕士,已婚,医生/护士,19595.23,TENCENT_AD,2025-02-14 20:49:22,ACTIVE,1
C00000065,刘涛,2,1988-11-07,37,大专,未婚,公司职员,5478.46,H5_PROMO,2025-01-29 13:04:38,ACTIVE,1
C00000066,邓洁,2,1994-07-11,31,本科,已婚,销售,15336.86,TENCENT_AD,2025-05-25 12:42:02,ACTIVE,1
C00000067,袁梅,2,1994-07-17,31,本科,未婚,销售,9288.49,REFERRAL,2025-01-13 20:24:25,ACTIVE,1
C00000068,彭峰,1,1994-06-10,31,硕士,已婚,销售,12550.27,BYTEDANCE_AD,2025-01-20 20:03:06,ACTIVE,1
C00000069,方瑜,1,1994-12-19,31,大专,已婚,工程师,22213.83,TENCENT_AD,2025-02-12 21:04:08,ACTIVE,1
C00000070,张玉英,2,1998-04-05,27,硕士,已婚,教师,10659.12,PARTNER_MALL,2025-01-12 12:37:50,ACTIVE,1
C00000071,马建平,2,1990-08-09,35,大专,已婚,教师,7603.27,BAIDU_SEM,2025-05-01 15:11:53,ACTIVE,1
C00000072,吕欣,1,1976-02-15,49,大专,已婚,医生/护士,7424.51,APP_ORG,2025-01-07 13:24:03,ACTIVE,1
C00000073,游玉英,1,1979-11-03,46,本科,未婚,服务员,4985.11,BYTEDANCE_AD,2025-05-20 22:13:25,ACTIVE,1
C00000074,何秀兰,1,1991-10-14,34,本科,未婚,销售,19930.29,KUAISHOU_AD,2025-01-18 20:41:26,ACTIVE,1
C00000075,陈成,2,1994-12-10,31,本科,已婚,工程师,16968.27,BYTEDANCE_AD,2025-01-06 21:11:26,ACTIVE,1
C00000076,周林,1,1994-04-25,31,高中,未婚,服务员,3424.22,BAIDU_SEM,2025-01-12 17:01:12,ACTIVE,1
C00000077,刘桂兰,1,2002-12-11,23,本科,已婚,医生/护士,19154.75,REFERRAL,2025-03-30 20:46:13,ACTIVE,1
C00000078,詹波,2,1997-02-26,28,硕士,已婚,工程师,9633.59,PARTNER_BANK1,2025-02-08 23:37:25,ACTIVE,1
C00000079,周浩,2,1990-11-06,35,大专,未婚,销售,5883.31,TENCENT_AD,2025-01-09 15:56:30,ACTIVE,1
C00000080,黄秀华,1,1988-11-19,37,本科,已婚,服务员,4014.70,TENCENT_AD,2025-02-05 06:30:28,ACTIVE,1
C00000081,史冬梅,2,1991-08-14,34,大专,未婚,工人,3231.30,BAIDU_SEM,2025-01-25 22:00:24,ACTIVE,1
C00000082,蒋志强,2,2005-07-28,20,本科,已婚,公司职员,12252.31,WECHAT_MP,2025-04-12 12:02:34,ACTIVE,1
C00000083,王欢,2,1983-07-09,42,本科,未婚,公司职员,11165.78,BAIDU_SEM,2025-01-04 12:28:47,ACTIVE,1
C00000084,姚丽丽,1,2000-03-12,25,高中,已婚,公务员,8804.82,REFERRAL,2025-01-22 21:21:01,ACTIVE,1
C00000085,庄楠,2,1985-04-17,40,本科,已婚,教师,9845.88,H5_PROMO,2025-01-21 23:54:46,ACTIVE,1
C00000086,郭娜,1,1978-11-13,47,本科,已婚,销售,14027.54,PARTNER_MALL,2025-03-26 02:24:10,ACTIVE,1
C00000087,张晨,1,1995-06-16,30,大专,已婚,运营/客服,4411.27,BYTEDANCE_AD,2025-01-30 13:21:31,ACTIVE,1
C00000088,王桂芝,2,2007-02-05,18,本科,未婚,服务员,6788.45,H5_PROMO,2025-05-09 12:37:10,ACTIVE,1
C00000089,周莹,1,1986-06-06,39,硕士,已婚,学生,2796.77,REFERRAL,2025-05-29 06:16:07,ACTIVE,1
C00000090,朱秀芳,1,1991-11-08,34,高中,未婚,销售,13616.64,APP_ORG,2025-02-04 22:05:27,ACTIVE,1
C00000091,张丹,1,1987-03-28,38,初中,未婚,医生/护士,9255.19,KUAISHOU_AD,2025-04-15 11:44:50,ACTIVE,1
C00000092,鲍亮,2,1996-10-15,29,大专,已婚,自由职业,16366.17,BAIDU_SEM,2025-01-22 21:16:27,ACTIVE,1
C00000093,张玲,1,1994-12-03,31,初中,未婚,销售,15742.91,APP_ORG,2025-03-30 09:04:26,ACTIVE,1
C00000094,邓柳,2,1991-08-19,34,初中,未婚,运营/客服,4228.34,BYTEDANCE_AD,2025-04-12 15:17:41,ACTIVE,1
C00000095,徐斌,2,1989-10-13,36,本科,未婚,个体经营者,9679.90,KUAISHOU_AD,2025-02-07 13:09:32,ACTIVE,1
C00000096,张秀芳,2,1999-02-14,26,初中,未婚,医生/护士,15374.40,BYTEDANCE_AD,2025-02-06 18:21:35,ACTIVE,1
C00000097,雷芳,1,1977-10-21,48,本科,未婚,销售,13389.90,BYTEDANCE_AD,2025-05-22 16:16:56,ACTIVE,1
C00000098,邢彬,2,1982-12-06,43,大专,未婚,公司职员,7257.41,BYTEDANCE_AD,2025-01-30 12:57:26,ACTIVE,1
C00000099,陈淑英,2,1986-11-14,39,大专,已婚,公司职员,13330.17,PARTNER_BANK1,2025-05-27 07:35:40,ACTIVE,1
C00000100,刘桂香,2,1975-03-24,50,博士,离异,服务员,5412.33,TENCENT_AD,2025-02-08 22:42:04,ACTIVE,1
C00000101,陈龙,1,1990-09-12,35,本科,未婚,销售,17552.34,TENCENT_AD,2025-01-12 02:20:01,ACTIVE,1
C00000102,夏旭,2,1996-09-10,29,大专,已婚,教师,6197.50,BYTEDANCE_AD,2025-03-20 13:15:36,ACTIVE,1
C00000103,彭强,2,1990-08-04,35,本科,已婚,销售,6748.61,TENCENT_AD,2025-01-21 06:49:21,ACTIVE,1
C00000104,马飞,1,1998-06-23,27,大专,未婚,公司职员,7811.82,APP_ORG,2025-03-17 22:52:19,ACTIVE,1
C00000105,李华,2,1991-06-09,34,本科,已婚,个体经营者,19598.77,KUAISHOU_AD,2025-01-30 13:42:12,ACTIVE,1
C00000106,邓霞,2,1991-02-20,34,硕士,已婚,工程师,17109.17,BYTEDANCE_AD,2025-01-16 12:33:15,ACTIVE,1
C00000107,唐玉,2,1994-07-07,31,本科,未婚,运营/客服,9268.83,BYTEDANCE_AD,2025-04-01 23:29:37,ACTIVE,1
C00000108,邢兰英,2,1990-04-15,35,本科,离异,销售,4584.63,TENCENT_AD,2025-04-08 13:33:34,ACTIVE,1
C00000109,李军,2,1999-12-10,26,硕士,离异,工人,7668.77,BYTEDANCE_AD,2025-04-29 12:43:25,ACTIVE,1
C00000110,吴楠,1,2006-05-06,19,硕士,未婚,公司职员,10438.90,H5_PROMO,2025-04-12 18:02:25,ACTIVE,1
C00000111,罗坤,2,1990-02-06,35,本科,已婚,工程师,21641.06,H5_PROMO,2025-01-28 16:47:34,ACTIVE,1
C00000112,钟小红,2,1989-06-03,36,本科,已婚,运营/客服,9538.01,TENCENT_AD,2025-05-21 20:57:53,ACTIVE,1
C00000113,汤杰,2,1995-02-14,30,本科,未婚,公司职员,12947.16,PARTNER_BANK1,2025-03-19 13:06:45,ACTIVE,1
C00000114,赵佳,1,1979-02-22,46,大专,已婚,公司职员,9159.29,BYTEDANCE_AD,2025-04-17 08:30:54,ACTIVE,1
C00000115,戈宁,1,1989-08-01,36,大专,未婚,教师,13421.74,BYTEDANCE_AD,2025-06-05 20:57:43,ACTIVE,1
C00000116,谢娜,1,1999-06-17,26,本科,未婚,运营/客服,10714.86,KUAISHOU_AD,2025-02-13 20:19:56,ACTIVE,1
C00000117,王军,1,1987-11-28,38,高中,未婚,公务员,11753.06,KUAISHOU_AD,2025-04-25 13:55:11,ACTIVE,1
C00000118,徐丽,1,1993-11-14,32,硕士,已婚,销售,12441.31,APP_ORG,2025-01-17 12:52:26,ACTIVE,1
C00000119,吴成,2,1999-07-28,26,本科,已婚,个体经营者,25321.88,BAIDU_SEM,2025-04-18 12:48:54,ACTIVE,1
C00000120,张桂珍,2,1995-10-12,30,本科,已婚,运营/客服,8605.14,REFERRAL,2025-01-31 12:26:58,ACTIVE,1
C00000121,王芳,1,1989-09-10,36,本科,已婚,运营/客服,5688.67,TENCENT_AD,2025-02-28 11:36:38,ACTIVE,1
C00000122,谭成,1,1995-11-16,30,大专,离异,服务员,6531.29,APP_ORG,2025-03-02 13:44:31,ACTIVE,1
C00000123,余利,2,1988-08-04,37,大专,未婚,公务员,10414.59,PARTNER_MALL,2025-01-30 13:07:33,ACTIVE,1
C00000124,缪建国,1,1997-08-03,28,高中,已婚,工人,7889.66,BAIDU_SEM,2025-01-11 18:28:55,ACTIVE,1
C00000125,黄宁,1,2002-03-27,23,硕士,已婚,运营/客服,4838.63,PARTNER_BANK1,2025-05-20 18:53:21,ACTIVE,1
C00000126,顾飞,1,1986-02-05,39,大专,已婚,教师,10017.36,BYTEDANCE_AD,2025-01-06 22:30:31,ACTIVE,1
C00000127,赵娜,1,1977-01-11,48,本科,未婚,工人,5206.67,BYTEDANCE_AD,2025-05-27 13:54:33,ACTIVE,1
C00000128,刘娜,1,1983-06-06,42,高中,未婚,医生/护士,7251.76,APP_ORG,2025-05-05 09:04:54,ACTIVE,1
C00000129,黎华,2,1999-08-23,26,大专,未婚,自由职业,21275.65,H5_PROMO,2025-03-13 13:08:37,ACTIVE,1
C00000130,梁雪,2,1981-07-03,44,硕士,未婚,服务员,4761.11,KUAISHOU_AD,2025-04-24 20:42:26,ACTIVE,1
C00000131,夏海燕,1,1975-04-14,50,大专,已婚,公务员,13526.73,BAIDU_SEM,2025-05-09 11:10:51,ACTIVE,1
C00000132,陈燕,1,1996-11-09,29,博士,离异,工人,7355.14,BAIDU_SEM,2025-05-10 12:34:44,ACTIVE,1
C00000133,田萍,2,1996-06-11,29,初中,未婚,学生,1566.26,BAIDU_SEM,2025-05-31 15:52:04,ACTIVE,1
C00000134,田雪梅,1,1992-03-15,33,本科,离异,教师,7872.31,PARTNER_MALL,2025-03-19 12:49:00,ACTIVE,1
C00000135,吴辉,1,1980-12-07,45,硕士,已婚,教师,10362.08,KUAISHOU_AD,2025-04-10 20:31:13,ACTIVE,1
C00000136,郑雪梅,2,1994-02-18,31,大专,已婚,医生/护士,14946.12,BAIDU_SEM,2025-01-29 14:31:12,ACTIVE,1
C00000137,胡超,1,1980-10-27,45,大专,已婚,公司职员,5663.06,BAIDU_SEM,2025-01-17 21:33:27,ACTIVE,1
C00000138,彭刚,1,1999-07-16,26,大专,未婚,工程师,17756.82,WECHAT_MP,2025-01-24 16:20:16,ACTIVE,1
C00000139,王波,1,1990-09-09,35,本科,已婚,运营/客服,7585.82,WECHAT_MP,2025-01-23 15:47:19,ACTIVE,1
C00000140,王畅,2,1996-10-04,29,本科,已婚,工人,4311.18,BYTEDANCE_AD,2025-01-09 22:45:30,ACTIVE,1
C00000141,汪慧,2,1997-03-08,28,大专,离异,公务员,11811.41,PARTNER_MALL,2025-05-16 13:35:14,ACTIVE,1
C00000142,陈华,2,1982-07-17,43,本科,已婚,教师,13904.60,APP_ORG,2025-03-01 12:14:07,ACTIVE,1
C00000143,杨丹,1,1987-02-18,38,硕士,已婚,销售,9214.33,APP_ORG,2025-03-09 21:14:17,ACTIVE,1
C00000144,崔晨,2,1991-12-08,34,本科,已婚,工程师,9499.59,BYTEDANCE_AD,2025-02-14 13:13:13,ACTIVE,1
C00000145,朱桂芝,2,1990-05-07,35,大专,未婚,销售,14924.08,BYTEDANCE_AD,2025-02-20 12:40:47,ACTIVE,1
C00000146,郭岩,1,1993-03-17,32,大专,未婚,教师,13217.00,BYTEDANCE_AD,2025-05-31 21:46:47,ACTIVE,1
C00000147,陈建军,2,1992-07-14,33,初中,未婚,服务员,6021.70,PARTNER_BANK1,2025-02-14 12:54:50,ACTIVE,1
C00000148,杨斌,1,1996-02-18,29,大专,已婚,自由职业,17448.59,BYTEDANCE_AD,2025-03-09 10:01:18,ACTIVE,1
C00000149,王芳,2,1998-09-02,27,本科,未婚,公司职员,9820.98,APP_ORG,2025-02-14 11:29:52,ACTIVE,1
C00000150,车超,2,1980-01-25,45,大专,未婚,公司职员,9070.49,PARTNER_BANK1,2025-02-09 15:20:09,ACTIVE,1
C00000151,高伟,2,1988-11-25,37,本科,未婚,医生/护士,7070.26,BYTEDANCE_AD,2025-01-30 09:02:49,ACTIVE,1
C00000152,马丽华,1,1989-08-26,36,本科,未婚,自由职业,16542.38,H5_PROMO,2025-02-02 21:17:20,ACTIVE,1
C00000153,郑亮,1,1991-06-06,34,本科,已婚,个体经营者,18371.27,KUAISHOU_AD,2025-01-26 08:53:59,ACTIVE,1
C00000154,陈军,1,1986-01-15,39,本科,未婚,医生/护士,11691.44,PARTNER_BANK1,2025-04-17 12:34:30,ACTIVE,1
C00000155,陈玉兰,1,1991-12-22,34,硕士,未婚,公务员,13615.66,TENCENT_AD,2025-04-03 12:59:06,ACTIVE,1
C00000156,李红,2,2003-12-27,22,大专,已婚,工人,4193.62,H5_PROMO,2025-01-26 12:34:31,ACTIVE,1
C00000157,朱军,2,1995-08-01,30,本科,已婚,工人,6471.32,BYTEDANCE_AD,2025-01-17 20:32:54,ACTIVE,1
C00000158,黄玉珍,2,1982-06-17,43,本科,已婚,医生/护士,13338.32,BYTEDANCE_AD,2025-01-13 20:53:21,ACTIVE,1
C00000159,王洁,2,1993-07-28,32,硕士,未婚,运营/客服,7381.46,BYTEDANCE_AD,2025-06-15 21:50:30,ACTIVE,1
C00000160,李晶,2,1988-09-09,37,大专,未婚,服务员,5375.89,KUAISHOU_AD,2025-02-02 21:02:16,ACTIVE,1
C00000161,纪俊,1,1984-06-06,41,高中,未婚,教师,7838.30,BYTEDANCE_AD,2025-04-11 21:38:11,ACTIVE,1
C00000162,丁海燕,1,1979-01-19,46,大专,未婚,运营/客服,9714.95,WECHAT_MP,2025-01-02 22:25:05,ACTIVE,1
C00000163,黎雪梅,2,1999-12-07,26,本科,已婚,服务员,5240.05,BYTEDANCE_AD,2025-04-10 13:45:17,ACTIVE,1
C00000164,张雪,1,1985-08-09,40,高中,未婚,学生,1537.90,H5_PROMO,2025-02-07 20:37:48,ACTIVE,1
C00000165,陈金凤,1,1995-10-11,30,本科,未婚,学生,1920.81,BYTEDANCE_AD,2025-01-31 21:49:48,ACTIVE,1
C00000166,陈秀梅,2,1985-01-21,40,博士,未婚,学生,1540.89,BAIDU_SEM,2025-03-11 22:52:00,ACTIVE,1
C00000167,梁淑英,2,1998-07-09,27,本科,未婚,个体经营者,25495.11,KUAISHOU_AD,2025-02-18 14:37:56,ACTIVE,1
C00000168,何桂兰,2,1994-07-21,31,大专,已婚,工程师,19244.94,BYTEDANCE_AD,2025-03-28 22:59:47,ACTIVE,1
C00000169,杨金凤,1,1998-01-07,27,本科,未婚,学生,2759.68,BYTEDANCE_AD,2025-01-14 10:37:09,ACTIVE,1
C00000170,倪海燕,2,1980-08-17,45,本科,未婚,自由职业,11396.88,BAIDU_SEM,2025-02-10 20:52:48,ACTIVE,1
C00000171,赖梅,2,1998-02-07,27,高中,未婚,自由职业,17200.85,BAIDU_SEM,2025-02-02 22:48:38,ACTIVE,1
C00000172,刘桂英,1,2004-07-16,21,本科,未婚,服务员,6425.40,KUAISHOU_AD,2025-01-21 22:38:40,ACTIVE,1
C00000173,袁阳,1,1997-02-26,28,本科,未婚,运营/客服,7391.91,APP_ORG,2025-01-18 22:11:34,ACTIVE,1
C00000174,胡佳,1,1993-10-18,32,高中,已婚,运营/客服,4036.50,BYTEDANCE_AD,2025-02-20 13:55:54,ACTIVE,1
C00000175,秦秀梅,1,1995-03-19,30,高中,未婚,公务员,7918.92,REFERRAL,2025-05-22 11:17:14,ACTIVE,1
C00000176,杜杨,1,1993-12-09,32,高中,未婚,工人,4903.66,REFERRAL,2025-02-16 14:41:26,ACTIVE,1
C00000177,黄柳,2,1998-12-23,27,本科,未婚,工人,7779.88,WECHAT_MP,2025-04-09 22:45:59,ACTIVE,1
C00000178,郑雪梅,2,1985-12-25,40,硕士,已婚,工人,4257.35,WECHAT_MP,2025-02-18 12:32:47,ACTIVE,1
C00000179,涂彬,1,1983-07-21,42,高中,未婚,公务员,12441.35,BAIDU_SEM,2025-01-13 11:54:36,ACTIVE,1
C00000180,邹燕,2,1983-05-24,42,高中,已婚,自由职业,21088.72,KUAISHOU_AD,2025-01-10 09:56:12,ACTIVE,1
C00000181,曲兰英,1,1999-11-15,26,初中,未婚,自由职业,15604.22,TENCENT_AD,2025-02-14 14:58:23,ACTIVE,1
C00000182,刘明,1,1994-04-16,31,博士,已婚,学生,2091.28,APP_ORG,2025-05-08 14:42:00,ACTIVE,1
C00000183,王璐,2,1973-11-18,52,硕士,已婚,医生/护士,6704.85,TENCENT_AD,2025-04-06 22:03:22,ACTIVE,1
C00000184,黄帅,2,1982-10-25,43,本科,已婚,运营/客服,6748.75,BAIDU_SEM,2025-02-02 21:42:32,ACTIVE,1
C00000185,李燕,1,1983-07-23,42,本科,未婚,运营/客服,6132.34,TENCENT_AD,2025-01-28 21:45:34,ACTIVE,1
C00000186,石萍,1,1992-12-12,33,本科,已婚,销售,4566.62,APP_ORG,2025-01-28 21:29:06,ACTIVE,1
C00000187,韦雪梅,2,1995-08-23,30,本科,未婚,公务员,12378.23,BAIDU_SEM,2025-04-18 22:38:56,ACTIVE,1
C00000188,张楠,2,1994-08-12,31,大专,已婚,个体经营者,24593.62,BAIDU_SEM,2025-03-18 20:26:54,ACTIVE,1
C00000189,曾建,1,1996-12-24,29,大专,未婚,工程师,22233.61,H5_PROMO,2025-01-30 11:13:28,ACTIVE,1
C00000190,杨旭,1,1993-03-21,32,大专,离异,服务员,6795.40,BYTEDANCE_AD,2025-01-30 12:00:47,ACTIVE,1
C00000191,李华,1,1991-04-23,34,大专,未婚,销售,8524.53,BAIDU_SEM,2025-02-14 14:18:08,ACTIVE,1
C00000192,宋玉华,2,2003-04-24,22,初中,未婚,工程师,10861.81,BAIDU_SEM,2025-02-14 22:40:39,ACTIVE,1
C00000193,朱建国,2,1987-08-07,38,大专,未婚,运营/客服,5371.90,PARTNER_MALL,2025-05-18 00:05:26,ACTIVE,1
C00000194,黄彬,1,2002-05-12,23,高中,未婚,医生/护士,8777.76,APP_ORG,2025-06-08 15:16:57,ACTIVE,1
C00000195,郝建,2,1995-01-21,30,高中,已婚,工人,5613.37,PARTNER_BANK1,2025-01-05 21:12:18,ACTIVE,1
C00000196,王海燕,1,1983-01-23,42,本科,未婚,工程师,17850.75,PARTNER_BANK1,2025-01-19 20:50:14,ACTIVE,1
C00000197,江静,2,1978-02-27,47,本科,未婚,运营/客服,7408.07,TENCENT_AD,2025-01-13 19:03:19,ACTIVE,1
C00000198,黎辉,2,1995-10-08,30,大专,已婚,教师,10354.32,TENCENT_AD,2025-04-08 12:12:54,ACTIVE,1
C00000199,朱龙,1,1990-08-15,35,本科,未婚,工人,6059.25,PARTNER_BANK1,2025-03-31 20:32:47,ACTIVE,1
C00000200,马瑜,2,1990-03-04,35,硕士,未婚,工程师,15615.70,BYTEDANCE_AD,2025-02-12 12:41:44,ACTIVE,1
