customer_id,id_type,id_number,id_issue_org,province,verified_at,is_test_data
C00000081,ID,500173199108147438,重庆公安局,重庆,2025-01-25 22:38:24,1
C00000082,ID,220137200507284811,吉林公安局,吉林,2025-04-12 13:00:34,1
C00000083,ID,370110198307098996,山东公安局,山东,2025-01-04 13:05:47,1
C00000084,ID,420198200003124822,湖北公安局,湖北,2025-01-22 21:48:01,1
C00000085,ID,410147198504173479,河南公安局,河南,2025-01-22 00:37:46,1
C00000086,ID,410166197811134677,河南公安局,河南,2025-03-26 02:43:10,1
C00000087,ID,43010619950616223X,湖南公安局,湖南,2025-01-30 13:34:31,1
C00000088,ID,320175200702058790,江苏公安局,江苏,2025-05-09 12:47:10,1
C00000089,ID,510198198606068606,四川公安局,四川,2025-05-29 06:42:07,1
C00000090,ID,330128199111089837,浙江公安局,浙江,2025-02-04 22:18:27,1
C00000091,ID,310166198703286500,上海公安局,上海,2025-04-15 12:44:50,1
C00000092,ID,110118199610159218,北京公安局,北京,2025-01-22 21:49:27,1
C00000093,ID,440116199412033247,广东公安局,广东,2025-03-30 09:42:26,1
C00000094,ID,320112199108194545,江苏公安局,江苏,2025-04-12 15:21:41,1
C00000095,ID,330141198910136683,浙江公安局,浙江,2025-02-07 13:24:32,1
C00000096,ID,500182199902148792,重庆公安局,重庆,2025-02-06 19:19:35,1
C00000097,ID,230177197710215924,黑龙江公安局,黑龙江,2025-05-22 17:04:56,1
C00000098,ID,330194198212067839,浙江公安局,浙江,2025-01-30 13:32:26,1
C00000099,ID,320159198611147042,江苏公安局,江苏,2025-05-27 08:19:40,1
C00000100,ID,340172197503242608,安徽公安局,安徽,2025-02-08 23:03:04,1
C00000101,ID,320126199009126350,江苏公安局,江苏,2025-01-12 02:54:01,1
C00000102,ID,350118199609106770,福建公安局,福建,2025-03-20 13:27:36,1
C00000103,ID,13017119900804136X,河北公安局,河北,2025-01-21 07:07:21,1
C00000104,ID,440164199806239185,广东公安局,广东,2025-03-17 23:43:19,1
C00000105,ID,230112199106098232,黑龙江公安局,黑龙江,2025-01-30 13:56:12,1
C00000106,ID,320150199102208289,江苏公安局,江苏,2025-01-16 13:11:15,1
C00000107,ID,530148199407078013,云南公安局,云南,2025-04-02 00:07:37,1
C00000108,ID,420156199004153888,湖北公安局,湖北,2025-04-08 14:10:34,1
C00000109,ID,440101199912100106,广东公安局,广东,2025-04-29 13:15:25,1
C00000110,ID,410177200605067876,河南公安局,河南,2025-04-12 18:58:25,1
C00000111,ID,440118199002060931,广东公安局,广东,2025-01-28 16:56:34,1
C00000112,ID,500142198906031000,重庆公安局,重庆,2025-05-21 21:06:53,1
C00000113,ID,530115199502144376,云南公安局,云南,2025-03-19 13:09:45,1
C00000114,ID,420165197902221042,湖北公安局,湖北,2025-04-17 08:56:54,1
C00000115,ID,610131198908017436,陕西公安局,陕西,2025-06-05 21:07:43,1
C00000116,ID,420128199906174957,湖北公安局,湖北,2025-02-13 21:01:56,1
C00000117,ID,500113198711286861,重庆公安局,重庆,2025-04-25 14:46:11,1
C00000118,ID,310101199311147997,上海公安局,上海,2025-01-17 12:58:26,1
C00000119,ID,44013719990728244X,广东公安局,广东,2025-04-18 13:00:54,1
C00000120,ID,510114199510125423,四川公安局,四川,2025-01-31 13:12:58,1
C00000121,ID,370151198909103980,山东公安局,山东,2025-02-28 12:31:38,1
C00000122,ID,430162199511169488,湖南公安局,湖南,2025-03-02 14:16:31,1
C00000123,ID,440113198808042402,广东公安局,广东,2025-01-30 13:24:33,1
C00000124,ID,430171199708036159,湖南公安局,湖南,2025-01-11 18:41:55,1
C00000125,ID,610160200203275306,陕西公安局,陕西,2025-05-20 19:52:21,1
C00000126,ID,370176198602050447,山东公安局,山东,2025-01-06 23:15:31,1
C00000127,ID,440104197701118517,广东公安局,广东,2025-05-27 14:36:33,1
C00000128,ID,41011419830606707X,河南公安局,河南,2025-05-05 09:57:54,1
C00000129,ID,320128199908234294,江苏公安局,江苏,2025-03-13 13:31:37,1
C00000130,ID,210155198107033520,辽宁公安局,辽宁,2025-04-24 21:38:26,1
C00000131,ID,350193197504142338,福建公安局,福建,2025-05-09 11:42:51,1
C00000132,ID,320163199611094795,江苏公安局,江苏,2025-05-10 13:09:44,1
C00000133,ID,510178199606110535,四川公安局,四川,2025-05-31 16:35:04,1
C00000134,ID,330192199203153913,浙江公安局,浙江,2025-03-19 12:56:00,1
C00000135,ID,35019819801207761X,福建公安局,福建,2025-04-10 20:54:13,1
C00000136,ID,420107199402184391,湖北公安局,湖北,2025-01-29 15:05:12,1
C00000137,ID,350192198010274005,福建公安局,福建,2025-01-17 21:38:27,1
C00000138,ID,410171199907163691,河南公安局,河南,2025-01-24 16:50:16,1
C00000139,ID,350152199009098984,福建公安局,福建,2025-01-23 15:51:19,1
C00000140,ID,410124199610040063,河南公安局,河南,2025-01-09 23:32:30,1
C00000141,ID,340154199703083169,安徽公安局,安徽,2025-05-16 13:43:14,1
C00000142,ID,330151198207176029,浙江公安局,浙江,2025-03-01 12:25:07,1
C00000143,ID,370180198702185562,山东公安局,山东,2025-03-09 21:44:17,1
C00000144,ID,370160199112080604,山东公安局,山东,2025-02-14 14:09:13,1
C00000145,ID,110180199005076420,北京公安局,北京,2025-02-20 12:41:47,1
C00000146,ID,440171199303172824,广东公安局,广东,2025-05-31 22:07:47,1
C00000147,ID,310113199207140176,上海公安局,上海,2025-02-14 13:13:50,1
C00000148,ID,340136199602188014,安徽公安局,安徽,2025-03-09 10:47:18,1
C00000149,ID,410152199809026651,河南公安局,河南,2025-02-14 11:47:52,1
C00000150,ID,430152198001255389,湖南公安局,湖南,2025-02-09 16:01:09,1
C00000151,ID,370165198811259109,山东公安局,山东,2025-01-30 09:04:49,1
C00000152,ID,220103198908268536,吉林公安局,吉林,2025-02-02 22:15:20,1
C00000153,ID,320163199106068836,江苏公安局,江苏,2025-01-26 09:26:59,1
C00000154,ID,130186198601157603,河北公安局,河北,2025-04-17 13:08:30,1
C00000155,ID,220175199112228551,吉林公安局,吉林,2025-04-03 13:14:06,1
C00000156,ID,320153200312271934,江苏公安局,江苏,2025-01-26 13:06:31,1
C00000157,ID,340177199508016184,安徽公安局,安徽,2025-01-17 20:58:54,1
C00000158,ID,360154198206172434,江西公安局,江西,2025-01-13 21:30:21,1
C00000159,ID,500182199307285733,重庆公安局,重庆,2025-06-15 22:07:30,1
C00000160,ID,430142198809097261,湖南公安局,湖南,2025-02-02 21:32:16,1
C00000161,ID,320157198406068596,江苏公安局,江苏,2025-04-11 22:07:11,1
C00000162,ID,350188197901197809,福建公安局,福建,2025-01-02 23:13:05,1
C00000163,ID,410127199912076431,河南公安局,河南,2025-04-10 14:09:17,1
C00000164,ID,320158198508099576,江苏公安局,江苏,2025-02-07 21:27:48,1
C00000165,ID,370112199510116931,山东公安局,山东,2025-01-31 22:17:48,1
C00000166,ID,320146198501212323,江苏公安局,江苏,2025-03-11 23:45:00,1
C00000167,ID,410131199807097593,河南公安局,河南,2025-02-18 15:09:56,1
C00000168,ID,340162199407211111,安徽公安局,安徽,2025-03-28 23:01:47,1
C00000169,ID,530188199801075436,云南公安局,云南,2025-01-14 11:15:09,1
C00000170,ID,43011319800817179X,湖南公安局,湖南,2025-02-10 21:20:48,1
C00000171,ID,500102199802075854,重庆公安局,重庆,2025-02-02 23:33:38,1
C00000172,ID,500149200407167733,重庆公安局,重庆,2025-01-21 22:47:40,1
C00000173,ID,430127199702269714,湖南公安局,湖南,2025-01-18 22:51:34,1
C00000174,ID,330152199310183893,浙江公安局,浙江,2025-02-20 14:26:54,1
C00000175,ID,320170199503191575,江苏公安局,江苏,2025-05-22 11:24:14,1
C00000176,ID,420176199312091899,湖北公安局,湖北,2025-02-16 15:24:26,1
C00000177,ID,110193199812231900,北京公安局,北京,2025-04-09 22:54:59,1
C00000178,ID,31017419851225811X,上海公安局,上海,2025-02-18 13:20:47,1
C00000179,ID,210175198307219480,辽宁公安局,辽宁,2025-01-13 12:54:36,1
C00000180,ID,330103198305247854,浙江公安局,浙江,2025-01-10 10:25:12,1
C00000181,ID,110123199911158228,北京公安局,北京,2025-02-14 15:38:23,1
C00000182,ID,430110199404166517,湖南公安局,湖南,2025-05-08 15:32:00,1
C00000183,ID,420155197311182325,湖北公安局,湖北,2025-04-06 23:00:22,1
C00000184,ID,210178198210251512,辽宁公安局,辽宁,2025-02-02 21:53:32,1
C00000185,ID,330130198307233041,浙江公安局,浙江,2025-01-28 22:05:34,1
C00000186,ID,610103199212125593,陕西公安局,陕西,2025-01-28 21:38:06,1
C00000187,ID,610194199508237878,陕西公安局,陕西,2025-04-18 23:05:56,1
C00000188,ID,210174199408122520,辽宁公安局,辽宁,2025-03-18 20:45:54,1
C00000189,ID,440169199612243233,广东公安局,广东,2025-01-30 11:40:28,1
C00000190,ID,21015319930321200X,辽宁公安局,辽宁,2025-01-30 12:54:47,1
C00000191,ID,130187199104238745,河北公安局,河北,2025-02-14 14:59:08,1
C00000192,ID,220148200304240631,吉林公安局,吉林,2025-02-14 22:51:39,1
C00000193,ID,340133198708072550,安徽公安局,安徽,2025-05-18 00:53:26,1
C00000194,ID,330189200205129404,浙江公安局,浙江,2025-06-08 16:11:57,1
C00000195,ID,130152199501218254,河北公安局,河北,2025-01-05 21:46:18,1
C00000196,ID,310198198301239024,上海公安局,上海,2025-01-19 21:00:14,1
C00000197,ID,370179197802272022,山东公安局,山东,2025-01-13 19:17:19,1
C00000198,ID,440113199510087303,广东公安局,广东,2025-04-08 13:02:54,1
C00000199,ID,430127199008152591,湖南公安局,湖南,2025-03-31 20:41:47,1
C00000200,ID,320183199003041150,江苏公安局,江苏,2025-02-12 12:47:44,1
C00000201,ID,440179199410181794,广东公安局,广东,2025-05-01 10:43:31,1
C00000202,ID,320115200404149161,江苏公安局,江苏,2025-03-20 15:50:40,1
C00000203,ID,530143199001280519,云南公安局,云南,2025-05-05 09:38:34,1
C00000204,ID,360105198110144837,江西公安局,江西,2025-01-09 10:32:40,1
C00000205,ID,340171199006267049,安徽公安局,安徽,2025-04-27 00:52:17,1
C00000206,ID,420133199904065678,湖北公安局,湖北,2025-01-13 00:53:36,1
C00000207,ID,420109199906193489,湖北公安局,湖北,2025-01-05 01:08:00,1
C00000208,ID,330109198211242356,浙江公安局,浙江,2025-02-07 22:03:00,1
C00000209,ID,130143199712120437,河北公安局,河北,2025-05-20 17:34:57,1
C00000210,ID,130104199309036767,河北公安局,河北,2025-06-19 21:09:34,1
C00000211,ID,440103199001207132,广东公安局,广东,2025-06-02 21:49:55,1
C00000212,ID,370118199807165812,山东公安局,山东,2025-04-08 21:40:05,1
C00000213,ID,440141198408111347,广东公安局,广东,2025-04-18 09:44:18,1
C00000214,ID,110190199504138721,北京公安局,北京,2025-02-18 18:41:13,1
C00000215,ID,530179198206016334,云南公安局,云南,2025-03-25 13:10:29,1
C00000216,ID,360155200403265986,江西公安局,江西,2025-05-22 14:12:13,1
C00000217,ID,370165198811149479,山东公安局,山东,2025-01-22 16:34:21,1
C00000218,ID,110153198511195402,北京公安局,北京,2025-05-11 16:15:16,1
C00000219,ID,410196198706050458,河南公安局,河南,2025-05-15 12:16:49,1
C00000220,ID,340147199706285723,安徽公安局,安徽,2025-01-27 11:50:19,1
C00000221,ID,410171198904178797,河南公安局,河南,2025-02-06 12:09:05,1
C00000222,ID,11012819910518321X,北京公安局,北京,2025-05-11 14:08:32,1
C00000223,ID,320101198606186288,江苏公安局,江苏,2025-06-06 22:36:54,1
C00000224,ID,410111199806062334,河南公安局,河南,2025-01-27 13:29:25,1
C00000225,ID,500130198504097482,重庆公安局,重庆,2025-02-01 21:23:54,1
C00000226,ID,430174197911095074,湖南公安局,湖南,2025-02-01 13:28:40,1
C00000227,ID,370149198811069743,山东公安局,山东,2025-04-09 12:38:28,1
C00000228,ID,220150198509206607,吉林公安局,吉林,2025-01-22 22:42:08,1
C00000229,ID,210162199810044414,辽宁公安局,辽宁,2025-05-27 19:33:14,1
C00000230,ID,330114198608048042,浙江公安局,浙江,2025-02-10 22:42:50,1
C00000231,ID,530110198809074310,云南公安局,云南,2025-04-01 10:19:40,1
C00000232,ID,410129199101048456,河南公安局,河南,2025-05-25 15:23:22,1
C00000233,ID,330142199711145975,浙江公安局,浙江,2025-05-26 21:30:06,1
C00000234,ID,370101199807053127,山东公安局,山东,2025-01-12 23:14:16,1
C00000235,ID,320154199809035196,江苏公安局,江苏,2025-04-18 22:00:57,1
C00000236,ID,320107198312227118,江苏公安局,江苏,2025-04-18 00:43:44,1
C00000237,ID,370151199606058988,山东公安局,山东,2025-01-20 21:17:42,1
C00000238,ID,510117198901103293,四川公安局,四川,2025-01-26 21:56:30,1
C00000239,ID,410104198703078626,河南公安局,河南,2025-03-17 13:12:37,1
C00000240,ID,420185199603220693,湖北公安局,湖北,2025-04-06 09:58:13,1
C00000241,ID,32014619790301232X,江苏公安局,江苏,2025-01-14 23:57:48,1
C00000242,ID,430180198402136335,湖南公安局,湖南,2025-01-02 12:10:19,1
C00000243,ID,35011920010201684X,福建公安局,福建,2025-01-20 22:21:34,1
C00000244,ID,370162200301228653,山东公安局,山东,2025-01-29 21:39:30,1
C00000245,ID,110184199601049790,北京公安局,北京,2025-01-18 19:51:55,1
C00000246,ID,320180199501153957,江苏公安局,江苏,2025-06-08 23:02:31,1
C00000247,ID,350108198909183455,福建公安局,福建,2025-04-23 23:12:23,1
C00000248,ID,41012819970522088X,河南公安局,河南,2025-04-26 23:02:56,1
C00000249,ID,330168197905207497,浙江公安局,浙江,2025-01-18 14:37:52,1
C00000250,ID,51018820040916206X,四川公安局,四川,2025-04-20 20:07:55,1
C00000251,ID,33017220070622869X,浙江公安局,浙江,2025-02-11 16:30:59,1
C00000252,ID,370164198711064156,山东公安局,山东,2025-04-04 09:43:43,1
C00000253,ID,110169198507227943,北京公安局,北京,2025-05-16 20:32:39,1
C00000254,ID,330104200312023767,浙江公安局,浙江,2025-02-20 08:44:21,1
C00000255,ID,420120199103174012,湖北公安局,湖北,2025-02-15 22:56:12,1
C00000256,ID,37014919950614545X,山东公安局,山东,2025-01-22 22:41:20,1
C00000257,ID,130111200004063376,河北公安局,河北,2025-05-15 16:18:39,1
C00000258,ID,370181199210196936,山东公安局,山东,2025-02-27 22:47:11,1
C00000259,ID,410163198303019547,河南公安局,河南,2025-05-31 12:29:50,1
C00000260,ID,510149199511100615,四川公安局,四川,2025-02-09 13:13:45,1
C00000261,ID,330141198806064843,浙江公安局,浙江,2025-01-12 09:10:11,1
C00000262,ID,130116199105193328,河北公安局,河北,2025-02-12 01:44:45,1
C00000263,ID,500152198510258981,重庆公安局,重庆,2025-06-05 22:31:33,1
C00000264,ID,410191199602271224,河南公安局,河南,2025-05-12 10:50:52,1
C00000265,ID,310134198009283878,上海公安局,上海,2025-05-14 21:08:22,1
C00000266,ID,410121199710235512,河南公安局,河南,2025-02-08 13:04:22,1
C00000267,ID,360161200008141067,江西公安局,江西,2025-05-31 21:02:11,1
C00000268,ID,410181199904194575,河南公安局,河南,2025-02-02 20:48:18,1
C00000269,ID,370130199704031082,山东公安局,山东,2025-01-19 02:39:49,1
C00000270,ID,430197199812209201,湖南公安局,湖南,2025-01-09 23:16:14,1
C00000271,ID,500110200509033511,重庆公安局,重庆,2025-01-12 16:34:20,1
C00000272,ID,110172198804014571,北京公安局,北京,2025-03-18 21:23:03,1
C00000273,ID,500140199407120107,重庆公安局,重庆,2025-01-30 22:51:48,1
C00000274,ID,430112199109012227,湖南公安局,湖南,2025-01-29 21:32:27,1
C00000275,ID,340107198610104566,安徽公安局,安徽,2025-02-09 02:18:17,1
C00000276,ID,410192199102172592,河南公安局,河南,2025-01-16 16:38:31,1
C00000277,ID,37015619981111803X,山东公安局,山东,2025-02-19 16:01:11,1
C00000278,ID,430185198809184947,湖南公安局,湖南,2025-01-20 21:35:27,1
C00000279,ID,130152199704086861,河北公安局,河北,2025-02-05 13:09:36,1
C00000280,ID,21013819850819883X,辽宁公安局,辽宁,2025-02-14 10:34:39,1
C00000281,ID,220168199508075412,吉林公安局,吉林,2025-01-31 20:51:46,1
C00000282,ID,32019219810702906X,江苏公安局,江苏,2025-01-16 13:00:06,1
C00000283,ID,420179199910194141,湖北公安局,湖北,2025-01-09 23:36:16,1
C00000284,ID,440181200010224887,广东公安局,广东,2025-04-23 21:29:40,1
C00000285,ID,360179199606194503,江西公安局,江西,2025-02-05 20:00:48,1
C00000286,ID,310149199504092349,上海公安局,上海,2025-05-08 22:34:24,1
C00000287,ID,110112198011157090,北京公安局,北京,2025-05-05 13:14:40,1
C00000288,ID,130186199907245176,河北公安局,河北,2025-02-08 22:53:25,1
C00000289,ID,510173198905019508,四川公安局,四川,2025-03-09 00:59:55,1
C00000290,ID,370189199008221289,山东公安局,山东,2025-03-18 21:59:48,1
C00000291,ID,310178199709190462,上海公安局,上海,2025-04-26 11:16:56,1
C00000292,ID,410143199309184294,河南公安局,河南,2025-02-27 12:43:08,1
C00000293,ID,33011819850909345X,浙江公安局,浙江,2025-04-27 23:09:39,1
C00000294,ID,33016720070912625X,浙江公安局,浙江,2025-01-23 16:59:32,1
C00000295,ID,370184198910278435,山东公安局,山东,2025-03-20 02:02:41,1
C00000296,ID,22017919971019422X,吉林公安局,吉林,2025-04-17 14:54:46,1
C00000297,ID,31015419920216503X,上海公安局,上海,2025-02-09 17:50:49,1
C00000298,ID,370133198607184815,山东公安局,山东,2025-02-16 13:39:31,1
C00000299,ID,420106199111184600,湖北公安局,湖北,2025-02-11 23:03:25,1
C00000300,ID,430169198705242209,湖南公安局,湖南,2025-02-07 16:14:37,1
C00000301,ID,330171199403240243,浙江公安局,浙江,2025-06-22 23:42:07,1
C00000302,ID,340138199805149165,安徽公安局,安徽,2025-01-11 12:50:28,1
C00000303,ID,370146198507269055,山东公安局,山东,2025-05-20 20:17:18,1
C00000304,ID,420173199409148661,湖北公安局,湖北,2025-06-01 21:58:33,1
C00000305,ID,440152199112253876,广东公安局,广东,2025-06-05 06:29:12,1
C00000306,ID,440188199305085959,广东公安局,广东,2025-06-01 21:45:11,1
C00000307,ID,130127198409227317,河北公安局,河北,2025-05-22 23:01:26,1
C00000308,ID,420172200111084721,湖北公安局,湖北,2025-05-03 22:31:36,1
C00000309,ID,32017420050916873X,江苏公安局,江苏,2025-03-01 13:46:22,1
C00000310,ID,500133200306043626,重庆公安局,重庆,2025-04-18 16:16:06,1
C00000311,ID,440148199104031654,广东公安局,广东,2025-03-22 00:33:04,1
C00000312,ID,440165197912224152,广东公安局,广东,2025-03-24 22:37:18,1
C00000313,ID,510144200007064516,四川公安局,四川,2025-01-16 13:49:54,1
C00000314,ID,530181199011029457,云南公安局,云南,2025-02-02 12:46:14,1
C00000315,ID,610141198912283684,陕西公安局,陕西,2025-05-25 22:57:56,1
C00000316,ID,410196199504137031,河南公安局,河南,2025-04-12 14:41:20,1
C00000317,ID,440162199807080986,广东公安局,广东,2025-03-10 22:46:25,1
C00000318,ID,430155200106056596,湖南公安局,湖南,2025-01-24 13:46:40,1
C00000319,ID,340130200006098001,安徽公安局,安徽,2025-02-11 12:48:04,1
C00000320,ID,530138199303276450,云南公安局,云南,2025-02-09 14:14:01,1
C00000321,ID,530119198403116813,云南公安局,云南,2025-02-08 13:03:21,1
C00000322,ID,410182200404073736,河南公安局,河南,2025-01-11 22:43:52,1
C00000323,ID,310142198108211183,上海公安局,上海,2025-01-19 14:33:20,1
C00000324,ID,430163198703204462,湖南公安局,湖南,2025-04-18 12:46:02,1
C00000325,ID,370114198912020025,山东公安局,山东,2025-05-26 18:37:54,1
C00000326,ID,440137197508270071,广东公安局,广东,2025-01-23 19:29:12,1
C00000327,ID,230160198806207846,黑龙江公安局,黑龙江,2025-02-14 00:49:18,1
C00000328,ID,610124199007019400,陕西公安局,陕西,2025-02-21 17:34:25,1
C00000329,ID,340169198901282062,安徽公安局,安徽,2025-04-29 10:32:17,1
C00000330,ID,130194199109058958,河北公安局,河北,2025-02-21 12:41:30,1
C00000331,ID,34016620050617998X,安徽公安局,安徽,2025-01-19 22:29:45,1
C00000332,ID,370179199508237823,山东公安局,山东,2025-02-07 01:39:49,1
C00000333,ID,510121199401188349,四川公安局,四川,2025-05-18 17:50:15,1
C00000334,ID,130145198909151382,河北公安局,河北,2025-03-19 16:48:18,1
C00000335,ID,330101199304054323,浙江公安局,浙江,2025-02-23 21:35:31,1
C00000336,ID,360114199704164764,江西公安局,江西,2025-04-05 07:23:25,1
C00000337,ID,210125200601206062,辽宁公安局,辽宁,2025-04-15 20:35:50,1
C00000338,ID,440168198809075623,广东公安局,广东,2025-04-02 20:48:22,1
C00000339,ID,340128200507095640,安徽公安局,安徽,2025-05-05 09:27:51,1
C00000340,ID,370117198302275337,山东公安局,山东,2025-02-08 23:05:31,1
C00000341,ID,440163198710068130,广东公安局,广东,2025-04-13 22:31:06,1
C00000342,ID,110132198811125201,北京公安局,北京,2025-04-30 19:41:55,1
C00000343,ID,510187200001143774,四川公安局,四川,2025-01-09 01:09:10,1
C00000344,ID,420188199906031469,湖北公安局,湖北,2025-02-07 20:46:02,1
C00000345,ID,330155200007102821,浙江公安局,浙江,2025-01-08 21:31:21,1
C00000346,ID,370141200012233171,山东公安局,山东,2025-03-17 22:00:05,1
